freq,vin,amp,pha,v1,v2,zin,zin_db,pha_zin,res
17354.19777707651,10.0,-5.1,6.0,9.83,5.4,1801.9374569608187,65.114794261516,13.213625742561929,1500
18642.638723708296,10.0,-5.1,6.0,9.83,5.41,1809.1923415174076,65.14969481336166,13.242824316796112,1500
20026.73837460768,10.0,-5.0,6.0,9.745,5.405,1840.1116808897207,65.29688364412819,13.36728600395071,1500
21513.598791942066,10.0,-5.1,5.0,9.825,5.425,1830.35551365024,65.25070903636913,11.10498960314671,1500
23110.849321699287,10.0,-5.1,5.0,9.815,5.385,1804.9592469306199,65.12934801366504,11.019967275926824,1500
24826.68574122244,10.0,-5.1,5.0,9.82,5.385,1802.955943899644,65.11970229312755,11.013261130985981,1500
26669.912313205194,10.0,-5.1,4.0,9.835,5.385,1803.4572048976713,65.12211682388546,8.810964854551813,1500
28649.98696193399,10.0,-5.1,4.0,9.83,5.39,1809.1399645761217,65.14944334926543,8.826160278821737,1500
30777.069803584138,10.0,-5.1,3.0,9.84,5.45,1855.1255939146163,65.36746634260803,6.7111505163780665,1500
33062.07527958863,10.0,-5.1,3.0,9.855,5.455,1852.6222630664881,65.35573757376126,6.706135640249723,1500
35516.728160582934,10.0,-5.1,2.0,9.855,5.455,1856.5213306752546,65.37399886915725,4.4756293415461155,1500
38153.62370829494,10.0,-5.1,2.0,9.86,5.465,1862.026111468073,65.39971533727797,4.482974434469834,1500
40986.29230407898,10.0,-5.0,3.0,9.78,5.47,1896.243009763828,65.55787985663042,6.793524373672022,1500
44029.26887571583,10.0,-5.1,2.0,9.865,5.465,1859.9157339904443,65.38986536724036,4.480158528479802,1500
47298.16747871957,10.0,-5.1,1.0,9.855,5.47,1870.3532002635814,65.43847254186468,2.2469372596797075,1500
50809.76141484079,10.0,-5.1,1.0,9.875,5.475,1865.6839035500375,65.41676129225397,2.2438238177910246,1500
54582.0692988705,10.0,-5.1,1.0,9.87,5.48,1871.6375024999074,65.44443477363421,2.2477936206348987,1500
58634.447515364904,10.0,-5.1,1.0,9.865,5.485,1877.6182524395535,65.47214596827483,2.2517815335312514,1500
62987.68953970798,10.0,-5.1,1.0,9.875,5.485,1873.3440652846334,65.45235097656675,2.2489315414833695,1500
67664.13263314172,10.0,-5.1,0.0,9.905,5.49,1865.232163080408,65.41465791184372,0.0,1500
72687.77245923762,10.0,-5.1,0.0,9.89,5.495,1875.4266211604095,65.46200152810799,0.0,1500
78084.38620992628,10.0,-5.1,0.0,9.895,5.495,1873.2954545454547,65.45212558658007,0.0,1500
83881.66487286586,10.0,-5.0,1.0,9.835,5.45,1863.5191289375157,65.40667710250948,2.2423803682632433,1500
90109.35531884039,10.0,-5.0,1.0,9.85,5.45,1857.1703918022208,65.37703502498057,2.2381470999456488,1500
96799.4129382568,10.0,-5.0,0.0,9.925,5.45,1826.8156424581005,65.23389443360786,0.0,1500
103986.16560995436,10.0,-5.0,0.0,9.925,5.45,1826.8156424581005,65.23389443360786,0.0,1500
111706.4898436726,10.0,-5.1,0.0,9.93,5.45,1824.7767857142858,65.2241949466836,0.0,1500
120000.00000000007,10.0,-5.0,-1.0,9.925,5.45,1826.0645706186338,65.2303226070933,-2.2174061766719317,1500
