freq,vin,amp,pha,v1,v2,zin,zin_db,pha_zin,res
55024.62534090427,10.0,-8.7,2.0,9.87,3.58,1877.1983820919568,65.47020342467194,3.1375396918123903,3300
58800.91493415607,10.0,-8.8,1.0,9.925,3.585,1865.7579388715947,65.41710596472086,1.5653616643330828,3300
62836.367820274514,10.0,-8.8,1.0,9.935,3.585,1862.8202753882433,65.40341912506047,1.5644714652029346,3300
67148.77013846076,10.0,-8.8,0.0,9.94,3.585,1861.6050354051931,65.3977508998336,0.0,3300
71757.12867434388,10.0,-8.8,0.0,9.945,3.59,1864.2014162077103,65.4098566713236,0.0,3300
76681.75463182633,10.0,-8.8,0.0,9.965,3.59,1858.3529411764705,65.38256398700427,0.0,3300
81944.35315411344,10.0,-8.8,0.0,9.945,3.595,1868.2677165354332,65.42878218609627,0.0,3300
87568.11898849165,10.0,-8.8,0.0,9.98,3.595,1858.0266249021145,65.3810386599471,0.0,3300
93577.83871648867,10.0,-8.8,-1.0,9.985,3.6,1860.3609961578081,65.39194451260761,-1.563726230789164,3300
100000.0,10.0,-8.7,0.0,9.895,3.6,1887.2120730738684,65.51641412402587,0.0,3300
