Freq.	V(vout3)
3.38844156139199e+004	(-2.72868191342664e+000dB,-1.57219933578686e+002°)
3.46736850452528e+004	(-2.65073343571001e+000dB,-1.57581370696413e+002°)
3.54813389233572e+004	(-2.57520753613480e+000dB,-1.57947227663877e+002°)
3.63078054770098e+004	(-2.50205821095208e+000dB,-1.58316963177707e+002°)
3.71535229097169e+004	(-2.43123827979622e+000dB,-1.58690062343419e+002°)
3.80189396320557e+004	(-2.36269952654332e+000dB,-1.59066036128968e+002°)
3.89045144994277e+004	(-2.29639283577741e+000dB,-1.59444420816849e+002°)
3.98107170553493e+004	(-2.23226832481679e+000dB,-1.59824777452213e+002°)
4.07380277804108e+004	(-2.17027547120604e+000dB,-1.60206691285033e+002°)
4.16869383470331e+004	(-2.11036323554955e+000dB,-1.60589771204916e+002°)
4.26579518801588e+004	(-2.05248017954237e+000dB,-1.60973649167663e+002°)
4.36515832240161e+004	(-1.99657457904734e+000dB,-1.61357979613120e+002°)
4.46683592150958e+004	(-1.94259453206826e+000dB,-1.61742438874307e+002°)
4.57088189614870e+004	(-1.89048806147743e+000dB,-1.62126724578148e+002°)
4.67735141287193e+004	(-1.84020321237126e+000dB,-1.62510555038469e+002°)
4.78630092322633e+004	(-1.79168814394621e+000dB,-1.62893668642175e+002°)
4.89778819368441e+004	(-1.74489121581082e+000dB,-1.63275823229759e+002°)
5.01187233627267e+004	(-1.69976106867471e+000dB,-1.63656795471456e+002°)
5.12861383991359e+004	(-1.65624669938193e+000dB,-1.64036380240506e+002°)
5.24807460249767e+004	(-1.61429753028341e+000dB,-1.64414389985083e+002°)
5.37031796370247e+004	(-1.57386347297037e+000dB,-1.64790654100484e+002°)
5.49540873857619e+004	(-1.53489498641695e+000dB,-1.65165018303253e+002°)
5.62341325190343e+004	(-1.49734312960520e+000dB,-1.65537344008859e+002°)
5.75439937337151e+004	(-1.46115960872941e+000dB,-1.65907507714546e+002°)
5.88843655355583e+004	(-1.42629681909817e+000dB,-1.66275400388946e+002°)
6.02559586074351e+004	(-1.39270788187171e+000dB,-1.66640926869946e+002°)
6.16595001861475e+004	(-1.36034667578978e+000dB,-1.67004005272232e+002°)
6.30957344480186e+004	(-1.32916786405941e+000dB,-1.67364566405865e+002°)
6.45654229034648e+004	(-1.29912691658463e+000dB,-1.67722553207108e+002°)
6.60693448007589e+004	(-1.27018012773044e+000dB,-1.68077920182640e+002°)
6.76082975391974e+004	(-1.24228462982026e+000dB,-1.68430632868175e+002°)
6.91830970918929e+004	(-1.21539840257213e+000dB,-1.68780667302388e+002°)
7.07945784384130e+004	(-1.18948027868263e+000dB,-1.69128009516950e+002°)
7.24435960074982e+004	(-1.16448994576809e+000dB,-1.69472655043348e+002°)
7.41310241300909e+004	(-1.14038794487274e+000dB,-1.69814608437062e+002°)
7.58577575029175e+004	(-1.11713566575225e+000dB,-1.70153882819579e+002°)
7.76247116628683e+004	(-1.09469533913640e+000dB,-1.70490499438605e+002°)
7.94328234724272e+004	(-1.07303002617088e+000dB,-1.70824487246758e+002°)
8.12830516164090e+004	(-1.05210360523247e+000dB,-1.71155882498931e+002°)
8.31763771102661e+004	(-1.03188075630439e+000dB,-1.71484728368440e+002°)
8.51138038202367e+004	(-1.01232694309227e+000dB,-1.71811074581979e+002°)
8.70963589956071e+004	(-9.93408393051622e-001dB,-1.72134977073370e+002°)
8.91250938133735e+004	(-9.75092075490366e-001dB,-1.72456497655999e+002°)
9.12010839355899e+004	(-9.57345677899797e-001dB,-1.72775703713809e+002°)
9.33254300796980e+004	(-9.40137580658892e-001dB,-1.73092667910649e+002°)
9.54992586021425e+004	(-9.23436830246517e-001dB,-1.73407467917760e+002°)
9.77237220955799e+004	(-9.07213111087276e-001dB,-1.73720186159123e+002°)
1.00000000000000e+005	(-8.91436716146334e-001dB,-1.74030909574391e+002°)
