Freq.	V(vout)
Step Information: Run=1  (Run: 1/18)
2.04173794466952e+003	(-8.74818065273952e-001dB,8.32572298333582e+001°)
2.08929613085403e+003	(-5.64494638956274e-001dB,8.33618356885855e+001°)
2.13796208950222e+003	(-2.54904371867173e-001dB,8.34204843400532e+001°)
2.18776162394954e+003	(5.37669098532175e-002dB,8.34342969302501e+001°)
2.23872113856832e+003	(3.61351411151497e-001dB,8.34043743834396e+001°)
2.29086765276776e+003	(6.67698003602829e-001dB,8.33317895911108e+001°)
2.34422881531991e+003	(9.72670874722795e-001dB,8.32175807511195e+001°)
2.39883291901947e+003	(1.27614820160334e+000dB,8.30627457295753e+001°)
2.45470891568501e+003	(1.57802085598946e+000dB,8.28682373241343e+001°)
2.51188643150956e+003	(1.87819114507546e+000dB,8.26349593182414e+001°)
2.57039578276885e+003	(2.17657158998975e+000dB,8.23637632274109e+001°)
2.63026799189536e+003	(2.47308374208633e+000dB,8.20554456503835e+001°)
2.69153480392690e+003	(2.76765703570480e+000dB,8.17107461496380e+001°)
2.75422870333815e+003	(3.06022767493590e+000dB,8.13303455970596e+001°)
2.81838293126443e+003	(3.35073755108660e+000dB,8.09148649314598e+001°)
2.88403150312659e+003	(3.63913318692956e+000dB,8.04648642850449e+001°)
2.95120922666636e+003	(3.92536470341040e+000dB,7.99808424458487e+001°)
3.01995172040199e+003	(4.20938480424267e+000dB,7.94632366326007e+001°)
3.09029543251357e+003	(4.49114777372263e+000dB,7.89124225675577e+001°)
3.16227766016836e+003	(4.77060848312839e+000dB,7.83287148415398e+001°)
3.23593656929626e+003	(5.04772140122286e+000dB,7.77123675738675e+001°)
3.31131121482589e+003	(5.32243960465447e+000dB,7.70635753781485e+001°)
3.38844156139200e+003	(5.59471378444881e+000dB,7.63824746529766e+001°)
3.46736850452529e+003	(5.86449124531532e+000dB,7.56691452246286e+001°)
3.54813389233573e+003	(6.13171489517330e+000dB,7.49236123767820e+001°)
3.63078054770099e+003	(6.39632222314774e+000dB,7.41458493101314e+001°)
3.71535229097170e+003	(6.65824426532302e+000dB,7.33357800824954e+001°)
3.80189396320558e+003	(6.91740455879743e+000dB,7.24932830874798e+001°)
3.89045144994278e+003	(7.17371808608490e+000dB,7.16181951368460e+001°)
3.98107170553494e+003	(7.42709021369189e+000dB,7.07103162181980e+001°)
4.07380277804110e+003	(7.67741563078897e+000dB,6.97694150051374e+001°)
4.16869383470332e+003	(7.92457729632504e+000dB,6.87952352012507e+001°)
4.26579518801589e+003	(8.16844540571884e+000dB,6.77875028016827e+001°)
4.36515832240162e+003	(8.40887639141734e+000dB,6.67459343559968e+001°)
4.46683592150960e+003	(8.64571197512965e+000dB,6.56702463128069e+001°)
4.57088189614871e+003	(8.87877829339884e+000dB,6.45601655194347e+001°)
4.67735141287194e+003	(9.10788512230597e+000dB,6.34154409376728e+001°)
4.78630092322634e+003	(9.33282523141488e+000dB,6.22358566185961e+001°)
4.89778819368442e+003	(9.55337390141893e+000dB,6.10212459542433e+001°)
5.01187233627268e+003	(9.76928864414434e+000dB,5.97715071908867e+001°)
5.12861383991361e+003	(9.98030916733785e+000dB,5.84866201466981e+001°)
5.24807460249768e+003	(1.01861576296895e+001dB,5.71666640253227e+001°)
5.37031796370248e+003	(1.03865392334215e+001dB,5.58118361560708e+001°)
5.49540873857620e+003	(1.05811432020550e+001dB,5.44224714215934e+001°)
5.62341325190344e+003	(1.07696441891536e+001dB,5.29990620563285e+001°)
5.75439937337152e+003	(1.09517041594260e+001dB,5.15422774159689e+001°)
5.88843655355584e+003	(1.11269747760665e+001dB,5.00529832331687e+001°)
6.02559586074353e+003	(1.12951003172269e+001dB,4.85322597923929e+001°)
6.16595001861477e+003	(1.14557211298035e+001dB,4.69814183831686e+001°)
6.30957344480188e+003	(1.16084776102668e+001dB,4.54020153330446e+001°)
6.45654229034650e+003	(1.17530146803510e+001dB,4.37958628870614e+001°)
6.60693448007590e+003	(1.18889867007116e+001dB,4.21650361973389e+001°)
6.76082975391976e+003	(1.20160627392121e+001dB,4.05118757217635e+001°)
6.91830970918931e+003	(1.21339320837946e+001dB,3.88389844103360e+001°)
7.07945784384132e+003	(1.22423098647474e+001dB,3.71492191845843e+001°)
7.24435960074984e+003	(1.23409426296900e+001dB,3.54456763890109e+001°)
7.41310241300911e+003	(1.24296136988873e+001dB,3.37316711090106e+001°)
7.58577575029177e+003	(1.25081481205802e+001dB,3.20107104975852e+001°)
7.76247116628685e+003	(1.25764170474655e+001dB,3.02864615196069e+001°)
7.94328234724275e+003	(1.26343413672177e+001dB,2.85627137898790e+001°)
8.12830516164092e+003	(1.26818944421237e+001dB,2.68433384302608e+001°)
8.31763771102664e+003	(1.27191038446540e+001dB,2.51322440819607e+001°)
8.51138038202369e+003	(1.27460520153403e+001dB,2.34333313641204e+001°)
8.70963589956073e+003	(1.27628758140742e+001dB,2.17504471555370e+001°)
8.91250938133738e+003	(1.27697649827429e+001dB,2.00873400851796e+001°)
9.12010839355902e+003	(1.27669595826008e+001dB,1.84476185482833e+001°)
9.33254300796983e+003	(1.27547465107225e+001dB,1.68347124244030e+001°)
9.54992586021428e+003	(1.27334552335425e+001dB,1.52518394741930e+001°)
9.77237220955802e+003	(1.27034528998958e+001dB,1.37019771497424e+001°)
9.99999999999991e+003	(1.26651390100670e+001dB,1.21878402884704e+001°)
1.02329299228075e+004	(1.26189398210406e+001dB,1.07118648926327e+001°)
1.04712854805089e+004	(1.25653026621890e+001dB,9.27619794348320e+000°)
1.07151930523760e+004	(1.25046903215119e+001dB,7.88269297583172e+000°)
1.09647819614318e+004	(1.24375756421657e+001dB,6.53291095563057e+000°)
1.12201845430195e+004	(1.23644364445408e+001dB,5.22812586614278e+000°)
1.14815362149687e+004	(1.22857508626472e+001dB,3.96933431861546e+000°)
1.17489755493952e+004	(1.22019931569698e+001dB,2.75726845886301e+000°)
1.20226443461740e+004	(1.21136300407934e+001dB,1.59241143659137e+000°)
1.23026877081237e+004	(1.20211175344465e+001dB,4.75014732684248e-001°)
1.25892541179416e+004	(1.19248983427008e+001dB,-5.94883306788948e-001°)
1.28824955169312e+004	(1.18253997350604e+001dB,-1.61743831022539e+000°)
1.31825673855640e+004	(1.17230318969260e+001dB,-2.59298059323029e+000°)
1.34896288259164e+004	(1.16181867114113e+001dB,-3.52199615903876e+000°)
1.38038426460287e+004	(1.15112369265692e+001dB,-4.40510831747719e+000°)
1.41253754462274e+004	(1.14025356604662e+001dB,-5.24306017442291e+000°)
1.44543977074591e+004	(1.12924161964296e+001dB,-6.03669817218483e+000°)
1.47910838816819e+004	(1.11811920223750e+001dB,-6.78695679854503e+000°)
1.51356124843619e+004	(1.10691570709323e+001dB,-7.49484452901061e+000°)
1.54881661891247e+004	(1.09565861207211e+001dB,-8.16143102309945e+000°)
1.58489319246110e+004	(1.08437353232387e+001dB,-8.78783556073409e+000°)
1.62181009735891e+004	(1.07308428241249e+001dB,-9.37521667824104e+000°)
1.65958690743755e+004	(1.06181294518677e+001dB,-9.92476294407519e+000°)
1.69824365246173e+004	(1.05057994511320e+001dB,-1.04376848011668e+001°)
1.73780082874936e+004	(1.03940412417433e+001dB,-1.09152073946875e+001°)
1.77827941003891e+004	(1.02830281878631e+001dB,-1.13585643000738e+001°)
1.81970085860997e+004	(1.01729193650189e+001dB,-1.17689920654478e+001°)
1.86208713666285e+004	(1.00638603153952e+001dB,-1.21477254843529e+001°)
1.90546071796323e+004	(9.95598378415182e+000dB,-1.24959935183221e+001°)
1.94984459975803e+004	(9.84941043154141e+000dB,-1.28150157936455e+001°)
1.99526231496886e+004	(9.74424951726462e+000dB,-1.31059996023679e+001°)
2.04173794466951e+004	(9.64059955487415e+000dB,-1.33701373436484e+001°)
2.08929613085402e+004	(9.53854893513992e+000dB,-1.36086043478790e+001°)
2.13796208950221e+004	(9.43817651815697e+000dB,-1.38225570321713e+001°)
2.18776162394953e+004	(9.33955219464471e+000dB,-1.40131313418223e+001°)
2.23872113856832e+004	(9.24273741738197e+000dB,-1.41814414380487e+001°)
2.29086765276775e+004	(9.14778570407413e+000dB,-1.43285785975646e+001°)
2.34422881531990e+004	(9.05474311318067e+000dB,-1.44556102944200e+001°)
2.39883291901947e+004	(8.96364869436714e+000dB,-1.45635794388996e+001°)
2.45470891568501e+004	(8.87453491530259e+000dB,-1.46535037521980e+001°)
2.51188643150956e+004	(8.78742806651944e+000dB,-1.47263752590441e+001°)
2.57039578276884e+004	(8.70234864600230e+000dB,-1.47831598834680e+001°)
2.63026799189536e+004	(8.61931172508659e+000dB,-1.48247971355087e+001°)
2.69153480392689e+004	(8.53832729713807e+000dB,-1.48521998788803e+001°)
2.75422870333814e+004	(8.45940061035924e+000dB,-1.48662541714821e+001°)
2.81838293126443e+004	(8.38253248593411e+000dB,-1.48678191721850e+001°)
2.88403150312658e+004	(8.30771962258612e+000dB,-1.48577271085875e+001°)
2.95120922666636e+004	(8.23495488848858e+000dB,-1.48367833014416e+001°)
3.01995172040199e+004	(8.16422760133700e+000dB,-1.48057662422361e+001°)
3.09029543251356e+004	(8.09552379727020e+000dB,-1.47654277210173e+001°)
3.16227766016835e+004	(8.02882648921542e+000dB,-1.47164930019626e+001°)
3.23593656929625e+004	(7.96411591513087e+000dB,-1.46596610445167e+001°)
3.31131121482588e+004	(7.90136977653054e+000dB,-1.45956047680863e+001°)
3.38844156139199e+004	(7.84056346759894e+000dB,-1.45249713583843e+001°)
3.46736850452528e+004	(7.78167029513852e+000dB,-1.44483826135425e+001°)
3.54813389233572e+004	(7.72466168954022e+000dB,-1.43664353280834e+001°)
3.63078054770098e+004	(7.66950740692500e+000dB,-1.42797017127833e+001°)
3.71535229097169e+004	(7.61617572257363e+000dB,-1.41887298483721e+001°)
3.80189396320557e+004	(7.56463361573993e+000dB,-1.40940441709185e+001°)
3.89045144994277e+004	(7.51484694592930e+000dB,-1.39961459866525e+001°)
3.98107170553493e+004	(7.46678062071834e+000dB,-1.38955140138797e+001°)
4.07380277804108e+004	(7.42039875519244e+000dB,-1.37926049495627e+001°)
4.16869383470331e+004	(7.37566482308327e+000dB,-1.36878540580754e+001°)
4.26579518801588e+004	(7.33254179969862e+000dB,-1.35816757795888e+001°)
4.36515832240161e+004	(7.29099229675046e+000dB,-1.34744643555180e+001°)
4.46683592150958e+004	(7.25097868920283e+000dB,-1.33665944684554e+001°)
4.57088189614870e+004	(7.21246323427852e+000dB,-1.32584218940305e+001°)
4.67735141287193e+004	(7.17540818278212e+000dB,-1.31502841621727e+001°)
4.78630092322633e+004	(7.13977588291549e+000dB,-1.30425012253138e+001°)
4.89778819368441e+004	(7.10552887677968e+000dB,-1.29353761311404e+001°)
5.01187233627267e+004	(7.07262998977541e+000dB,-1.28291956975998e+001°)
5.12861383991359e+004	(7.04104241312998e+000dB,-1.27242311879734e+001°)
5.24807460249767e+004	(7.01072977979346e+000dB,-1.26207389839471e+001°)
5.37031796370247e+004	(6.98165623396056e+000dB,-1.25189612547439e+001°)
5.49540873857619e+004	(6.95378649448531e+000dB,-1.24191266205184e+001°)
5.62341325190343e+004	(6.92708591246565e+000dB,-1.23214508083596e+001°)
5.75439937337151e+004	(6.90152052328188e+000dB,-1.22261372993956e+001°)
5.88843655355583e+004	(6.87705709337893e+000dB,-1.21333779656436e+001°)
6.02559586074351e+004	(6.85366316208548e+000dB,-1.20433536953987e+001°)
6.16595001861475e+004	(6.83130707876480e+000dB,-1.19562350061045e+001°)
6.30957344480186e+004	(6.80995803559216e+000dB,-1.18721826437916e+001°)
6.45654229034648e+004	(6.78958609625172e+000dB,-1.17913481683134e+001°)
6.60693448007589e+004	(6.77016222084296e+000dB,-1.17138745237443e+001°)
6.76082975391974e+004	(6.75165828728166e+000dB,-1.16398965934350e+001°)
6.91830970918929e+004	(6.73404710947530e+000dB,-1.15695417393433e+001°)
7.07945784384130e+004	(6.71730245254536e+000dB,-1.15029303253771e+001°)
7.24435960074982e+004	(6.70139904536194e+000dB,-1.14401762245911e+001°)
7.41310241300909e+004	(6.68631259064705e+000dB,-1.13813873101850e+001°)
7.58577575029175e+004	(6.67201977289457e+000dB,-1.13266659303411e+001°)
7.76247116628683e+004	(6.65849826434490e+000dB,-1.12761093670269e+001°)
7.94328234724272e+004	(6.64572672924282e+000dB,-1.12298102789652e+001°)
8.12830516164090e+004	(6.63368482659689e+000dB,-1.11878571290478e+001°)
8.31763771102661e+004	(6.62235321164848e+000dB,-1.11503345965294e+001°)
8.51138038202367e+004	(6.61171353624855e+000dB,-1.11173239743990e+001°)
8.70963589956071e+004	(6.60174844833020e+000dB,-1.10889035523730e+001°)
8.91250938133735e+004	(6.59244159065452e+000dB,-1.10651489860030e+001°)
9.12010839355899e+004	(6.58377759899820e+000dB,-1.10461336524269e+001°)
9.33254300796980e+004	(6.57574209994102e+000dB,-1.10319289933277e+001°)
9.54992586021425e+004	(6.56832170840298e+000dB,-1.10226048456925e+001°)
9.77237220955799e+004	(6.56150402507092e+000dB,-1.10182297609899e+001°)
1.00000000000000e+005	(6.55527763384679e+000dB,-1.10188713134039e+001°)
Step Information: Run=5  (Run: 5/18)
1.00000000000000e+001	(-4.02858518616607e+000dB,-5.24297885343225e+001°)
1.02329299228075e+001	(-4.18893019648327e+000dB,-5.24480800408260e+001°)
1.04712854805090e+001	(-4.34940819678732e+000dB,-5.24513469565816e+001°)
1.07151930523761e+001	(-4.50995854884062e+000dB,-5.24395617240157e+001°)
1.09647819614319e+001	(-4.67052059108792e+000dB,-5.24127052131653e+001°)
1.12201845430196e+001	(-4.83103364635566e+000dB,-5.23707666992555e+001°)
1.14815362149688e+001	(-4.99143702940461e+000dB,-5.23137438613396e+001°)
1.17489755493953e+001	(-5.15167005473849e+000dB,-5.22416428019541e+001°)
1.20226443461741e+001	(-5.31167204506966e+000dB,-5.21544780875045e+001°)
1.23026877081238e+001	(-5.47138234083861e+000dB,-5.20522728088545e+001°)
1.25892541179417e+001	(-5.63074031117755e+000dB,-5.19350586613593e+001°)
1.28824955169313e+001	(-5.78968536669888e+000dB,-5.18028760433424e+001°)
1.31825673855641e+001	(-5.94815697447769e+000dB,-5.16557741717833e+001°)
1.34896288259165e+001	(-6.10609467558282e+000dB,-5.14938112137518e+001°)
1.38038426460288e+001	(-6.26343810549386e+000dB,-5.13170544318943e+001°)
1.41253754462275e+001	(-6.42012701772089e+000dB,-5.11255803420585e+001°)
1.44543977074593e+001	(-6.57610131092132e+000dB,-5.09194748809199e+001°)
1.47910838816821e+001	(-6.73130105978124e+000dB,-5.06988335812676e+001°)
1.51356124843621e+001	(-6.88566654989975e+000dB,-5.04637617524065e+001°)
1.54881661891248e+001	(-7.03913831688215e+000dB,-5.02143746629402e+001°)
1.58489319246111e+001	(-7.19165718981217e+000dB,-4.99507977230265e+001°)
1.62181009735893e+001	(-7.34316433923421e+000dB,-4.96731666630377e+001°)
1.65958690743756e+001	(-7.49360132973487e+000dB,-4.93816277054128e+001°)
1.69824365246174e+001	(-7.64291017716761e+000dB,-4.90763377263748e+001°)
1.73780082874937e+001	(-7.79103341051643e+000dB,-4.87574644040859e+001°)
1.77827941003892e+001	(-7.93791413834380e+000dB,-4.84251863497465e+001°)
1.81970085860998e+001	(-8.08349611971529e+000dB,-4.80796932181082e+001°)
1.86208713666287e+001	(-8.22772383943784e+000dB,-4.77211857938627e+001°)
1.90546071796325e+001	(-8.37054258739265e+000dB,-4.73498760504006e+001°)
1.94984459975804e+001	(-8.51189854168569e+000dB,-4.69659871775053e+001°)
1.99526231496888e+001	(-8.65173885528138e+000dB,-4.65697535746540e+001°)
2.04173794466953e+001	(-8.79001174572672e+000dB,-4.61614208067529e+001°)
2.08929613085404e+001	(-8.92666658751735e+000dB,-4.57412455193273e+001°)
2.13796208950223e+001	(-9.06165400660133e+000dB,-4.53094953104295e+001°)
2.18776162394955e+001	(-9.19492597646521e+000dB,-4.48664485568109e+001°)
2.23872113856834e+001	(-9.32643591519743e+000dB,-4.44123941922335e+001°)
2.29086765276777e+001	(-9.45613878288100e+000dB,-4.39476314361653e+001°)
2.34422881531992e+001	(-9.58399117862764e+000dB,-4.34724694715149e+001°)
2.39883291901949e+001	(-9.70995143653364e+000dB,-4.29872270705059e+001°)
2.45470891568503e+001	(-9.83397971981190e+000dB,-4.24922321682693e+001°)
2.51188643150958e+001	(-9.95603811233668e+000dB,-4.19878213842385e+001°)
2.57039578276886e+001	(-1.00760907068286e+001dB,-4.14743394919546e+001°)
2.63026799189538e+001	(-1.01941036889066e+001dB,-4.09521388384327e+001°)
2.69153480392691e+001	(-1.03100454162436e+001dB,-4.04215787147839e+001°)
2.75422870333816e+001	(-1.04238864920797e+001dB,-3.98830246803373e+001°)
2.81838293126445e+001	(-1.05355998323771e+001dB,-3.93368478430392e+001°)
2.88403150312660e+001	(-1.06451607259384e+001dB,-3.87834240994291e+001°)
2.95120922666638e+001	(-1.07525468868565e+001dB,-3.82231333379857e+001°)
3.01995172040201e+001	(-1.08577384987240e+001dB,-3.76563586100909e+001°)
3.09029543251359e+001	(-1.09607182500911e+001dB,-3.70834852732840e+001°)
3.16227766016838e+001	(-1.10614713607368e+001dB,-3.65049001118378e+001°)
3.23593656929628e+001	(-1.11599855983955e+001dB,-3.59209904400070e+001°)
3.31131121482591e+001	(-1.12562512856670e+001dB,-3.53321431935436e+001°)
3.38844156139202e+001	(-1.13502612969243e+001dB,-3.47387440152624e+001°)
3.46736850452531e+001	(-1.14420110451288e+001dB,-3.41411763405508e+001°)
3.54813389233575e+001	(-1.15314984585524e+001dB,-3.35398204887624e+001°)
3.63078054770101e+001	(-1.16187239474998e+001dB,-3.29350527664044e+001°)
3.71535229097172e+001	(-1.17036903612185e+001dB,-3.23272445879296e+001°)
3.80189396320561e+001	(-1.17864029352689e+001dB,-3.17167616197725e+001°)
3.89045144994280e+001	(-1.18668692297159e+001dB,-3.11039629530388e+001°)
3.98107170553497e+001	(-1.19450990585794e+001dB,-3.04892003099562e+001°)
4.07380277804112e+001	(-1.20211044110574e+001dB,-2.98728172888487e+001°)
4.16869383470335e+001	(-1.20948993650985e+001dB,-2.92551486519924e+001°)
4.26579518801592e+001	(-1.21664999939602e+001dB,-2.86365196602716e+001°)
4.36515832240165e+001	(-1.22359242664379e+001dB,-2.80172454580795e+001°)
4.46683592150962e+001	(-1.23031919414885e+001dB,-2.73976305114045e+001°)
4.57088189614874e+001	(-1.23683244580033e+001dB,-2.67779681015291e+001°)
4.67735141287197e+001	(-1.24313448205062e+001dB,-2.61585398762401e+001°)
4.78630092322638e+001	(-1.24922774815655e+001dB,-2.55396154599221e+001°)
4.89778819368445e+001	(-1.25511482217067e+001dB,-2.49214521233877e+001°)
5.01187233627271e+001	(-1.26079840276135e+001dB,-2.43042945137912e+001°)
5.12861383991364e+001	(-1.26628129693850e+001dB,-2.36883744444867e+001°)
5.24807460249772e+001	(-1.27156640775985e+001dB,-2.30739107442353e+001°)
5.37031796370252e+001	(-1.27665672209006e+001dB,-2.24611091647345e+001°)
5.49540873857624e+001	(-1.28155529848125e+001dB,-2.18501623450524e+001°)
5.62341325190348e+001	(-1.28626525524006e+001dB,-2.12412498311926e+001°)
5.75439937337156e+001	(-1.29078975874210e+001dB,-2.06345381487007e+001°)
5.88843655355588e+001	(-1.29513201204989e+001dB,-2.00301809259478e+001°)
6.02559586074357e+001	(-1.29929524388609e+001dB,-1.94283190654943e+001°)
6.16595001861481e+001	(-1.30328269800867e+001dB,-1.88290809607415e+001°)
6.30957344480192e+001	(-1.30709762302994e+001dB,-1.82325827549312e+001°)
6.45654229034654e+001	(-1.31074326271655e+001dB,-1.76389286394299e+001°)
6.60693448007595e+001	(-1.31422284680271e+001dB,-1.70482111881622e+001°)
6.76082975391980e+001	(-1.31753958234429e+001dB,-1.64605117250046e+001°)
6.91830970918935e+001	(-1.32069664563720e+001dB,-1.58759007209364e+001°)
7.07945784384136e+001	(-1.32369717471915e+001dB,-1.52944382177509e+001°)
7.24435960074988e+001	(-1.32654426247003e+001dB,-1.47161742751610e+001°)
7.41310241300916e+001	(-1.32924095032250e+001dB,-1.41411494381839e+001°)
7.58577575029182e+001	(-1.33179022259125e+001dB,-1.35693952217535e+001°)
7.76247116628690e+001	(-1.33419500142631e+001dB,-1.30009346095864e+001°)
7.94328234724279e+001	(-1.33645814239303e+001dB,-1.24357825644128e+001°)
8.12830516164097e+001	(-1.33858243067920e+001dB,-1.18739465467731e+001°)
8.31763771102669e+001	(-1.34057057792770e+001dB,-1.13154270396733e+001°)
8.51138038202374e+001	(-1.34242521969100e+001dB,-1.07602180764852e+001°)
8.70963589956078e+001	(-1.34414891350278e+001dB,-1.02083077695622e+001°)
8.91250938133743e+001	(-1.34574413756028e+001dB,-9.65967883712732e+000°)
9.12010839355907e+001	(-1.34721329000993e+001dB,-9.11430912606329e+000°)
9.33254300796988e+001	(-1.34855868882808e+001dB,-8.57217212830019e+000°)
9.54992586021433e+001	(-1.34978257228766e+001dB,-8.03323748855314e+000°)
9.77237220955808e+001	(-1.35088710000073e+001dB,-7.49747150120537e+000°)
9.99999999999997e+001	(-1.35187435452669e+001dB,-6.96483759416605e+000°)
1.02329299228075e+002	(-1.35274634353464e+001dB,-6.43529679755181e+000°)
1.04712854805090e+002	(-1.35350500250821e+001dB,-5.90880819505061e+000°)
1.07151930523760e+002	(-1.35415219798007e+001dB,-5.38532935582380e+000°)
1.09647819614318e+002	(-1.35468973128270e+001dB,-4.86481674478982e+000°)
1.12201845430196e+002	(-1.35511934280082e+001dB,-4.34722610911032e+000°)
1.14815362149688e+002	(-1.35544271670990e+001dB,-3.83251283866982e+000°)
1.17489755493953e+002	(-1.35566148618359e+001dB,-3.32063229830405e+000°)
1.20226443461741e+002	(-1.35577723905153e+001dB,-2.81154012949271e+000°)
1.23026877081238e+002	(-1.35579152388698e+001dB,-2.30519251919027e+000°)
1.25892541179416e+002	(-1.35570585650170e+001dB,-1.80154643342898e+000°)
1.28824955169313e+002	(-1.35552172682300e+001dB,-1.30055981329214e+000°)
1.31825673855640e+002	(-1.35524060612531e+001dB,-8.02191730826421e-001°)
1.34896288259165e+002	(-1.35486395458556e+001dB,-3.06402502444232e-001°)
1.38038426460288e+002	(-1.35439322912839e+001dB,1.86846242638293e-001°)
1.41253754462275e+002	(-1.35382989152358e+001dB,6.77591541369017e-001°)
1.44543977074592e+002	(-1.35317541669454e+001dB,1.16586912564122e+000°)
1.47910838816820e+002	(-1.35243130119229e+001dB,1.65171350324036e+000°)
1.51356124843620e+002	(-1.35159907178548e+001dB,2.13515809322183e+000°)
1.54881661891248e+002	(-1.35068029411242e+001dB,2.61623541787196e+000°)
1.58489319246111e+002	(-1.34967658133665e+001dB,3.09497735325668e+000°)
1.62181009735892e+002	(-1.34858960274316e+001dB,3.57141544017890e+000°)
1.65958690743755e+002	(-1.34742109220794e+001dB,4.04558125714734e+000°)
1.69824365246174e+002	(-1.34617285646896e+001dB,4.51750685670130e+000°)
1.73780082874937e+002	(-1.34484678312281e+001dB,4.98722526614184e+000°)
1.77827941003892e+002	(-1.34344484826714e+001dB,5.45477105338436e+000°)
1.81970085860998e+002	(-1.34196912370567e+001dB,5.92018095828066e+000°)
1.86208713666286e+002	(-1.34042178362916e+001dB,6.38349458935188e+000°)
1.90546071796324e+002	(-1.33880511068362e+001dB,6.84475518544112e+000°)
1.94984459975804e+002	(-1.33712150133447e+001dB,7.30401044133075e+000°)
1.99526231496887e+002	(-1.33537347043466e+001dB,7.76131339588696e+000°)
2.04173794466952e+002	(-1.33356365490361e+001dB,8.21672338079491e+000°)
2.08929613085403e+002	(-1.33169481642436e+001dB,8.67030702743881e+000°)
2.13796208950222e+002	(-1.32976984306711e+001dB,9.12213932897339e+000°)
2.18776162394954e+002	(-1.32779174974893e+001dB,9.57230475413044e+000°)
2.23872113856833e+002	(-1.32576367744226e+001dB,1.00208984088172e+001°)
2.29086765276776e+002	(-1.32368889104758e+001dB,1.04680272411018e+001°)
2.34422881531991e+002	(-1.32157077584980e+001dB,1.09138112847497e+001°)
2.39883291901948e+002	(-1.31941283248224e+001dB,1.13583849360864e+001°)
2.45470891568502e+002	(-1.31721867032689e+001dB,1.18018982586194e+001°)
2.51188643150957e+002	(-1.31499199928469e+001dB,1.22445183095636e+001°)
2.57039578276885e+002	(-1.31273661985494e+001dB,1.26864304821821e+001°)
2.63026799189537e+002	(-1.31045641146785e+001dB,1.31278398576879e+001°)
2.69153480392690e+002	(-1.30815531901922e+001dB,1.35689725603342e+001°)
2.75422870333816e+002	(-1.30583733756018e+001dB,1.40100771092745e+001°)
2.81838293126444e+002	(-1.30350649509856e+001dB,1.44514257607688e+001°)
2.88403150312659e+002	(-1.30116683347053e+001dB,1.48933158343541e+001°)
2.95120922666637e+002	(-1.29882238724237e+001dB,1.53360710166683e+001°)
3.01995172040200e+002	(-1.29647716060133e+001dB,1.57800426367043e+001°)
3.09029543251358e+002	(-1.29413510219244e+001dB,1.62256109063438e+001°)
3.16227766016837e+002	(-1.29180007785358e+001dB,1.66731861200722e+001°)
3.23593656929627e+002	(-1.28947584119467e+001dB,1.71232098077559e+001°)
3.31131121482590e+002	(-1.28716600195803e+001dB,1.75761558342547e+001°)
3.38844156139201e+002	(-1.28487399208591e+001dB,1.80325314394016e+001°)
3.46736850452530e+002	(-1.28260302940800e+001dB,1.84928782114606e+001°)
3.54813389233574e+002	(-1.28035607884603e+001dB,1.89577729865377e+001°)
3.63078054770100e+002	(-1.27813581101552e+001dB,1.94278286655075e+001°)
3.71535229097171e+002	(-1.27594455808565e+001dB,1.99036949387822e+001°)
3.80189396320559e+002	(-1.27378426673846e+001dB,2.03860589076283e+001°)
3.89045144994279e+002	(-1.27165644804822e+001dB,2.08756455886733e+001°)
3.98107170553495e+002	(-1.26956212408215e+001dB,2.13732182856742e+001°)
4.07380277804111e+002	(-1.26750177100556e+001dB,2.18795788094814e+001°)
4.16869383470333e+002	(-1.26547525845928e+001dB,2.23955675233578e+001°)
4.26579518801591e+002	(-1.26348178496701e+001dB,2.29220631863575e+001°)
4.36515832240164e+002	(-1.26151980912634e+001dB,2.34599825622564e+001°)
4.46683592150961e+002	(-1.25958697634281e+001dB,2.40102797555350e+001°)
4.57088189614873e+002	(-1.25768004088374e+001dB,2.45739452290995e+001°)
4.67735141287196e+002	(-1.25579478306156e+001dB,2.51520044507848e+001°)
4.78630092322636e+002	(-1.25392592140875e+001dB,2.57455161072347e+001°)
4.89778819368444e+002	(-1.25206701978250e+001dB,2.63555698145666e+001°)
5.01187233627270e+002	(-1.25021038944237e+001dB,2.69832832454018e+001°)
5.12861383991362e+002	(-1.24834698628423e+001dB,2.76297985815848e+001°)
5.24807460249770e+002	(-1.24646630359386e+001dB,2.82962781914821e+001°)
5.37031796370250e+002	(-1.24455626091169e+001dB,2.89838994205441e+001°)
5.49540873857622e+002	(-1.24260308988159e+001dB,2.96938483743510e+001°)
5.62341325190346e+002	(-1.24059121829807e+001dB,3.04273125653366e+001°)
5.75439937337154e+002	(-1.23850315397349e+001dB,3.11854722886700e+001°)
5.88843655355586e+002	(-1.23631937052279e+001dB,3.19694905904770e+001°)
6.02559586074355e+002	(-1.23401819771018e+001dB,3.27805016940110e+001°)
6.16595001861479e+002	(-1.23157571961615e+001dB,3.36195977581184e+001°)
6.30957344480190e+002	(-1.22896568455724e+001dB,3.44878138591589e+001°)
6.45654229034652e+002	(-1.22615943140908e+001dB,3.53861111143973e+001°)
6.60693448007592e+002	(-1.22312583772100e+001dB,3.63153579038375e+001°)
6.76082975391978e+002	(-1.21983129573309e+001dB,3.72763092005251e+001°)
6.91830970918933e+002	(-1.21623972306464e+001dB,3.82695840882566e+001°)
7.07945784384134e+002	(-1.21231261537515e+001dB,3.92956416316591e+001°)
