Freq.	V(vout3)+V(vout2)+V(vout1)
3.16227766016835e+004	(6.93466647757026e+000dB,-1.74956275768276e+002°)
3.23593656929625e+004	(6.95939174814781e+000dB,-1.74978502169103e+002°)
3.31131121482588e+004	(6.98366464124268e+000dB,-1.75005020259725e+002°)
3.38844156139199e+004	(7.00747214013885e+000dB,-1.75035637432532e+002°)
3.46736850452528e+004	(7.03080283632112e+000dB,-1.75070161204398e+002°)
3.54813389233572e+004	(7.05364689765128e+000dB,-1.75108399856147e+002°)
3.63078054770098e+004	(7.07599603010606e+000dB,-1.75150163039950e+002°)
3.71535229097169e+004	(7.09784343370949e+000dB,-1.75195262351928e+002°)
3.80189396320557e+004	(7.11918375331083e+000dB,-1.75243511867695e+002°)
3.89045144994277e+004	(7.14001302486697e+000dB,-1.75294728639146e+002°)
3.98107170553493e+004	(7.16032861788800e+000dB,-1.75348733151258e+002°)
4.07380277804108e+004	(7.18012917469619e+000dB,-1.75405349738149e+002°)
4.16869383470331e+004	(7.19941454713213e+000dB,-1.75464406958079e+002°)
4.26579518801588e+004	(7.21818573131990e+000dB,-1.75525737927514e+002°)
4.36515832240161e+004	(7.23644480107538e+000dB,-1.75589180614708e+002°)
4.46683592150958e+004	(7.25419484050879e+000dB,-1.75654578093633e+002°)
4.57088189614870e+004	(7.27143987633742e+000dB,-1.75721778759356e+002°)
4.67735141287193e+004	(7.28818481038495e+000dB,-1.75790636506246e+002°)
4.78630092322633e+004	(7.30443535270391e+000dB,-1.75861010870588e+002°)
4.89778819368441e+004	(7.32019795571521e+000dB,-1.75932767139385e+002°)
5.01187233627267e+004	(7.33547974971699e+000dB,-1.76005776427249e+002°)
5.12861383991359e+004	(7.35028848007297e+000dB,-1.76079915723415e+002°)
5.24807460249767e+004	(7.36463244634894e+000dB,-1.76155067910961e+002°)
5.37031796370247e+004	(7.37852044362622e+000dB,-1.76231121760389e+002°)
5.49540873857619e+004	(7.39196170618257e+000dB,-1.76307971899713e+002°)
5.62341325190343e+004	(7.40496585369447e+000dB,-1.76385518763224e+002°)
5.75439937337151e+004	(7.41754284008054e+000dB,-1.76463668521039e+002°)
5.88843655355583e+004	(7.42970290507416e+000dB,-1.76542332991520e+002°)
6.02559586074351e+004	(7.44145652858404e+000dB,-1.76621429538587e+002°)
6.16595001861475e+004	(7.45281438787471e+000dB,-1.76700880955838e+002°)
6.30957344480186e+004	(7.46378731757505e+000dB,-1.76780615339354e+002°)
6.45654229034648e+004	(7.47438627250150e+000dB,-1.76860565950926e+002°)
6.60693448007589e+004	(7.48462229326358e+000dB,-1.76940671073364e+002°)
6.76082975391974e+004	(7.49450647460306e+000dB,-1.77020873859438e+002°)
6.91830970918929e+004	(7.50404993640406e+000dB,-1.77101122175882e+002°)
7.07945784384130e+004	(7.51326379729932e+000dB,-1.77181368443805e+002°)
7.24435960074982e+004	(7.52215915078844e+000dB,-1.77261569476712e+002°)
7.41310241300909e+004	(7.53074704377565e+000dB,-1.77341686317269e+002°)
7.58577575029175e+004	(7.53903845742902e+000dB,-1.77421684073806e+002°)
7.76247116628683e+004	(7.54704429025827e+000dB,-1.77501531757481e+002°)
7.94328234724272e+004	(7.55477534330547e+000dB,-1.77581202120908e+002°)
8.12830516164090e+004	(7.56224230734133e+000dB,-1.77660671498970e+002°)
8.31763771102661e+004	(7.56945575195903e+000dB,-1.77739919652463e+002°)
8.51138038202367e+004	(7.57642611645831e+000dB,-1.77818929615112e+002°)
8.70963589956071e+004	(7.58316370241358e+000dB,-1.77897687544432e+002°)
8.91250938133735e+004	(7.58967866782230e+000dB,-1.77976182576861e+002°)
9.12010839355899e+004	(7.59598102273229e+000dB,-1.78054406687472e+002°)
9.33254300796980e+004	(7.60208062625008e+000dB,-1.78132354554581e+002°)
9.54992586021425e+004	(7.60798718483620e+000dB,-1.78210023429453e+002°)
9.77237220955799e+004	(7.61371025179701e+000dB,-1.78287413011287e+002°)
1.00000000000000e+005	(7.61925922788743e+000dB,-1.78364525327624e+002°)
