Freq.	V(n004)/V(n001)
Step Information: 1=1  (Run: 1/11)
1.99526231496886e+004	(-1.81529935487177e+001dB,1.63523258018697e+002°)
2.04173794466951e+004	(-1.81441699621008e+001dB,1.63149103391929e+002°)
2.08929613085402e+004	(-1.81349529069271e+001dB,1.62766895492062e+002°)
2.13796208950221e+004	(-1.81253258849373e+001dB,1.62376490882441e+002°)
2.18776162394953e+004	(-1.81152718017700e+001dB,1.61977745577577e+002°)
2.23872113856832e+004	(-1.81047729542553e+001dB,1.61570515191454e+002°)
2.29086765276775e+004	(-1.80938110181743e+001dB,1.61154655093549e+002°)
2.34422881531990e+004	(-1.80823670368338e+001dB,1.60730020577468e+002°)
2.39883291901947e+004	(-1.80704214103789e+001dB,1.60296467040733e+002°)
2.45470891568501e+004	(-1.80579538860207e+001dB,1.59853850174567e+002°)
2.51188643150956e+004	(-1.80449435494106e+001dB,1.59402026167811e+002°)
2.57039578276884e+004	(-1.80313688170842e+001dB,1.58940851919820e+002°)
2.63026799189536e+004	(-1.80172074303390e+001dB,1.58470185268689e+002°)
2.69153480392689e+004	(-1.80024364506766e+001dB,1.57989885230305e+002°)
2.75422870333814e+004	(-1.79870322566953e+001dB,1.57499812248369e+002°)
2.81838293126443e+004	(-1.79709705430665e+001dB,1.56999828459826e+002°)
2.88403150312658e+004	(-1.79542263213846e+001dB,1.56489797970569e+002°)
2.95120922666636e+004	(-1.79367739232384e+001dB,1.55969587142415e+002°)
3.01995172040199e+004	(-1.79185870057494e+001dB,1.55439064895611e+002°)
3.09029543251356e+004	(-1.78996385597346e+001dB,1.54898103020317e+002°)
3.16227766016835e+004	(-1.78799009204537e+001dB,1.54346576497764e+002°)
3.23593656929625e+004	(-1.78593457817273e+001dB,1.53784363836584e+002°)
3.31131121482588e+004	(-1.78379442130434e+001dB,1.53211347415524e+002°)
3.38844156139199e+004	(-1.78156666801834e+001dB,1.52627413836688e+002°)
3.46736850452528e+004	(-1.77924830694879e+001dB,1.52032454286621e+002°)
3.54813389233572e+004	(-1.77683627161238e+001dB,1.51426364905929e+002°)
3.63078054770098e+004	(-1.77432744362610e+001dB,1.50809047163186e+002°)
3.71535229097169e+004	(-1.77171865636565e+001dB,1.50180408234904e+002°)
3.80189396320557e+004	(-1.76900669906365e+001dB,1.49540361386632e+002°)
3.89045144994277e+004	(-1.76618832139020e+001dB,1.48888826359246e+002°)
3.98107170553493e+004	(-1.76326023849032e+001dB,1.48225729750628e+002°)
4.07380277804108e+004	(-1.76021913654252e+001dB,1.47551005397749e+002°)
4.16869383470331e+004	(-1.75706167881454e+001dB,1.46864594752957e+002°)
4.26579518801588e+004	(-1.75378451224523e+001dB,1.46166447254077e+002°)
4.36515832240161e+004	(-1.75038427454938e+001dB,1.45456520684917e+002°)
4.46683592150958e+004	(-1.74685760185917e+001dB,1.44734781523766e+002°)
4.57088189614870e+004	(-1.74320113689201e+001dB,1.44001205277126e+002°)
4.67735141287193e+004	(-1.73941153765876e+001dB,1.43255776797481e+002°)
4.78630092322633e+004	(-1.73548548667286e+001dB,1.42498490577685e+002°)
4.89778819368441e+004	(-1.73141970070202e+001dB,1.41729351026635e+002°)
5.01187233627267e+004	(-1.72721094098073e+001dB,1.40948372714995e+002°)
5.12861383991359e+004	(-1.72285602390740e+001dB,1.40155580592847e+002°)
5.24807460249767e+004	(-1.71835183220015e+001dB,1.39351010177527e+002°)
5.37031796370247e+004	(-1.71369532643461e+001dB,1.38534707702951e+002°)
5.49540873857619e+004	(-1.70888355698981e+001dB,1.37706730235626e+002°)
5.62341325190343e+004	(-1.70391367629488e+001dB,1.36867145746304e+002°)
5.75439937337151e+004	(-1.69878295137947e+001dB,1.36016033142802e+002°)
5.88843655355583e+004	(-1.69348877664574e+001dB,1.35153482256576e+002°)
6.02559586074351e+004	(-1.68802868680150e+001dB,1.34279593782858e+002°)
6.16595001861475e+004	(-1.68240036991036e+001dB,1.33394479173718e+002°)
6.30957344480186e+004	(-1.67660168046815e+001dB,1.32498260481306e+002°)
6.45654229034648e+004	(-1.67063065244851e+001dB,1.31591070151967e+002°)
6.60693448007589e+004	(-1.66448551223279e+001dB,1.30673050770238e+002°)
6.76082975391974e+004	(-1.65816469134697e+001dB,1.29744354752334e+002°)
6.91830970918929e+004	(-1.65166683893412e+001dB,1.28805143991555e+002°)
7.07945784384130e+004	(-1.64499083385564e+001dB,1.27855589454346e+002°)
7.24435960074982e+004	(-1.63813579637861e+001dB,1.26895870731685e+002°)
7.41310241300909e+004	(-1.63110109932497e+001dB,1.25926175545253e+002°)
7.58577575029175e+004	(-1.62388637862494e+001dB,1.24946699212687e+002°)
7.76247116628683e+004	(-1.61649154319679e+001dB,1.23957644074938e+002°)
7.94328234724272e+004	(-1.60891678407230e+001dB,1.22959218890164e+002°)
8.12830516164090e+004	(-1.60116258268945e+001dB,1.21951638196697e+002°)
8.31763771102661e+004	(-1.59322971830325e+001dB,1.20935121651814e+002°)
8.51138038202367e+004	(-1.58511927444195e+001dB,1.19909893350320e+002°)
8.70963589956071e+004	(-1.57683264435514e+001dB,1.18876181128421e+002°)
8.91250938133735e+004	(-1.56837153541049e+001dB,1.17834215858709e+002°)
9.12010839355899e+004	(-1.55973797240108e+001dB,1.16784230743033e+002°)
9.33254300796980e+004	(-1.55093429973095e+001dB,1.15726460607720e+002°)
9.54992586021425e+004	(-1.54196318244153e+001dB,1.14661141208220e+002°)
9.77237220955799e+004	(-1.53282760609669e+001dB,1.13588508549873e+002°)
9.99999999999988e+004	(-1.52353087548449e+001dB,1.12508798229366e+002°)
1.02329299228074e+005	(-1.51407661215699e+001dB,1.11422244803886e+002°)
1.04712854805089e+005	(-1.50446875082017e+001dB,1.10329081193199e+002°)
1.07151930523759e+005	(-1.49471153457463e+001dB,1.09229538119626e+002°)
1.09647819614317e+005	(-1.48480950905097e+001dB,1.08123843591579e+002°)
1.12201845430195e+005	(-1.47476751545527e+001dB,1.07012222434080e+002°)
1.14815362149687e+005	(-1.46459068257057e+001dB,1.05894895870944e+002°)
1.17489755493952e+005	(-1.45428441775572e+001dB,1.04772081161922e+002°)
1.20226443461740e+005	(-1.44385439697445e+001dB,1.03643991296606e+002°)
1.23026877081237e+005	(-1.43330655392787e+001dB,1.02510834748888e+002°)
1.25892541179415e+005	(-1.42264706832183e+001dB,1.01372815291703e+002°)
1.28824955169312e+005	(-1.41188235332927e+001dB,1.00230131873824e+002°)
1.31825673855639e+005	(-1.40101904231096e+001dB,9.90829785583846e+001°)
1.34896288259164e+005	(-1.39006397483767e+001dB,9.79315445227775e+001°)
1.38038426460287e+005	(-1.37902418207520e+001dB,9.67760141180156e+001°)
1.41253754462274e+005	(-1.36790687159318e+001dB,9.56165669862503e+001°)
1.44543977074591e+005	(-1.35671941163588e+001dB,9.44533782335144e+001°)
1.47910838816819e+005	(-1.34546931492259e+001dB,9.32866186542732e+001°)
1.51356124843619e+005	(-1.33416422201782e+001dB,9.21164550041882e+001°)
1.54881661891246e+005	(-1.32281188432565e+001dB,9.09430503168807e+001°)
1.58489319246109e+005	(-1.31142014674662e+001dB,8.97665642593643e+001°)
1.62181009735891e+005	(-1.29999693004974e+001dB,8.85871535214083e+001°)
1.65958690743754e+005	(-1.28855021299690e+001dB,8.74049722327247e+001°)
1.69824365246172e+005	(-1.27708801426273e+001dB,8.62201724024343e+001°)
1.73780082874935e+005	(-1.26561837418372e+001dB,8.50329043740608e+001°)
1.77827941003890e+005	(-1.25414933638311e+001dB,8.38433172901017e+001°)
1.81970085860996e+005	(-1.24268892930513e+001dB,8.26515595592641e+001°)
1.86208713666284e+005	(-1.23124514769441e+001dB,8.14577793197378e+001°)
1.90546071796322e+005	(-1.21982593406036e+001dB,8.02621248919143e+001°)
1.94984459975802e+005	(-1.20843916016849e+001dB,7.90647452139449e+001°)
1.99526231496885e+005	(-1.19709260859052e+001dB,7.78657902535173e+001°)
2.04173794466950e+005	(-1.18579395436737e+001dB,7.66654113896220e+001°)
2.08929613085401e+005	(-1.17455074681401e+001dB,7.54637617582841e+001°)
2.13796208950220e+005	(-1.16337039152331e+001dB,7.42609965562771e+001°)
2.18776162394952e+005	(-1.15226013261368e+001dB,7.30572732978218e+001°)
2.23872113856831e+005	(-1.14122703526980e+001dB,7.18527520189288e+001°)
2.29086765276774e+005	(-1.13027796863316e+001dB,7.06475954251833e+001°)
2.34422881531989e+005	(-1.11941958909516e+001dB,6.94419689788380e+001°)
2.39883291901946e+005	(-1.10865832405454e+001dB,6.82360409221131e+001°)
2.45470891568500e+005	(-1.09800035619786e+001dB,6.70299822336808e+001°)
2.51188643150955e+005	(-1.08745160836560e+001dB,6.58239665164850e+001°)
2.57039578276883e+005	(-1.07701772906558e+001dB,6.46181698154413e+001°)
2.63026799189535e+005	(-1.06670407870147e+001dB,6.34127703643454e+001°)
2.69153480392688e+005	(-1.05651571657382e+001dB,6.22079482619940e+001°)
2.75422870333813e+005	(-1.04645738872015e+001dB,6.10038850783641e+001°)
2.81838293126442e+005	(-1.03653351665416e+001dB,5.98007633922985e+001°)
2.88403150312657e+005	(-1.02674818705644e+001dB,5.85987662628830e+001°)
2.95120922666635e+005	(-1.01710514247874e+001dB,5.73980766373838e+001°)
3.01995172040197e+005	(-1.00760777310369e+001dB,5.61988766993315e+001°)
3.09029543251355e+005	(-9.98259109603552e+000dB,5.50013471608027e+001°)
3.16227766016834e+005	(-9.89061817140603e+000dB,5.38056665034836e+001°)
3.23593656929624e+005	(-9.80018190531141e+000dB,5.26120101739816e+001°)
3.31131121482586e+005	(-9.71130150599425e+000dB,5.14205497385077e+001°)
3.38844156139198e+005	(-9.62399241732377e+000dB,5.02314520032780e+001°)
3.46736850452527e+005	(-9.53826630638286e+000dB,4.90448781065118e+001°)
3.54813389233570e+005	(-9.45413106304197e+000dB,4.78609825884535e+001°)
3.63078054770096e+005	(-9.37159081136828e+000dB,4.66799124459315e+001°)
3.71535229097167e+005	(-9.29064593258048e+000dB,4.55018061776780e+001°)
3.80189396320556e+005	(-9.21129309924895e+000dB,4.43267928269560e+001°)
3.89045144994275e+005	(-9.13352532023590e+000dB,4.31549910273708e+001°)
3.98107170553492e+005	(-9.05733199588202e+000dB,4.19865080578938e+001°)
4.07380277804107e+005	(-8.98269898277288e+000dB,4.08214389124436e+001°)
4.16869383470329e+005	(-8.90960866742157e+000dB,3.96598653891508e+001°)
4.26579518801586e+005	(-8.83804004805161e+000dB,3.85018552037476e+001°)
4.36515832240160e+005	(-8.76796882368046e+000dB,3.73474611311318e+001°)
4.46683592150957e+005	(-8.69936748958449e+000dB,3.61967201782604e+001°)
4.57088189614868e+005	(-8.63220543824211e+000dB,3.50496527912300e+001°)
4.67735141287191e+005	(-8.56644906478026e+000dB,3.39062620983440e+001°)
4.78630092322631e+005	(-8.50206187595919e+000dB,3.27665331903888e+001°)
4.89778819368439e+005	(-8.43900460171992e+000dB,3.16304324386582e+001°)
5.01187233627265e+005	(-8.37723530830102e+000dB,3.04979068503451e+001°)
5.12861383991357e+005	(-8.31670951199822e+000dB,2.93688834603268e+001°)
5.24807460249765e+005	(-8.25738029261203e+000dB,2.82432687575430e+001°)
5.37031796370245e+005	(-8.19919840571204e+000dB,2.71209481434428e+001°)
5.49540873857616e+005	(-8.14211239287479e+000dB,2.60017854193340e+001°)
5.62341325190341e+005	(-8.08606868910904e+000dB,2.48856222987470e+001°)
5.75439937337148e+005	(-8.03101172675328e+000dB,2.37722779403174e+001°)
5.88843655355580e+005	(-7.97688403520723e+000dB,2.26615484960466e+001°)
6.02559586074349e+005	(-7.92362633591847e+000dB,2.15532066693416e+001°)
6.16595001861473e+005	(-7.87117763216145e+000dB,2.04470012765474e+001°)
6.30957344480184e+005	(-7.81947529319796e+000dB,1.93426568053107e+001°)
6.45654229034646e+005	(-7.76845513253072e+000dB,1.82398729626265e+001°)
6.60693448007586e+005	(-7.71805148004086e+000dB,1.71383242049193e+001°)
6.76082975391971e+005	(-7.66819724790870e+000dB,1.60376592421846e+001°)
6.91830970918926e+005	(-7.61882399031142e+000dB,1.49375005077625e+001°)
7.07945784384127e+005	(-7.56986195700265e+000dB,1.38374435849091e+001°)
7.24435960074979e+005	(-7.52124014098174e+000dB,1.27370565810319e+001°)
7.41310241300906e+005	(-7.47288632058442e+000dB,1.16358794399636e+001°)
7.58577575029172e+005	(-7.42472709641978e+000dB,1.05334231823385e+001°)
7.76247116628680e+005	(-7.37668792373466e+000dB,9.42916906360665e+000°)
7.94328234724269e+005	(-7.32869314088298e+000dB,8.32256763887825e+000°)
8.12830516164087e+005	(-7.28066599474282e+000dB,7.21303772323965e+000°)
8.31763771102658e+005	(-7.23252866405816e+000dB,6.09996523559766e+000°)
8.51138038202363e+005	(-7.18420228186477e+000dB,4.98270191364452e+000°)
8.70963589956067e+005	(-7.13560695832512e+000dB,3.86056388671036e+000°)
8.91250938133732e+005	(-7.08666180551906e+000dB,2.73283009270588e+000°)
9.12010839355895e+005	(-7.03728496596822e+000dB,1.59874052443979e+000°)
9.33254300796976e+005	(-6.98739364692957e+000dB,4.57494289758854e-001°)
9.54992586021421e+005	(-6.93690416280847e+000dB,-6.91752530931793e-001°)
9.77237220955795e+005	(-6.88573198839326e+000dB,-1.84988924737086e+000°)
9.99999999999984e+005	(-6.83379182602112e+000dB,-3.01785316091968e+000°)
1.02329299228074e+006	(-6.78099769025548e+000dB,-4.19663242462737e+000°)
1.04712854805088e+006	(-6.72726301422601e+000dB,-5.38726918279818e+000°)
1.07151930523759e+006	(-6.67250078240252e+000dB,-6.59086301221004e+000°)
1.09647819614317e+006	(-6.61662369536709e+000dB,-7.80857468824985e+000°)
1.12201845430195e+006	(-6.55954437299851e+000dB,-9.04163030028082e+000°)
1.14815362149686e+006	(-6.50117560354569e+000dB,-1.02913257414061e+001°)
1.17489755493951e+006	(-6.44143064725758e+000dB,-1.15590315983576e+001°)
1.20226443461739e+006	(-6.38022360467929e+000dB,-1.28461984673523e+001°)
1.23026877081236e+006	(-6.31746986133874e+000dB,-1.41543627211995e+001°)
1.25892541179415e+006	(-6.25308662250832e+000dB,-1.54851527515365e+001°)
1.28824955169311e+006	(-6.18699355393931e+000dB,-1.68402957073844e+001°)
1.31825673855639e+006	(-6.11911354706811e+000dB,-1.82216247468053e+001°)
1.34896288259163e+006	(-6.04937363017557e+000dB,-1.96310868119148e+001°)
1.38038426460286e+006	(-5.97770605043198e+000dB,-2.10707509278342e+001°)
1.41253754462273e+006	(-5.90404955565553e+000dB,-2.25428170127434e+001°)
1.44543977074590e+006	(-5.82835090908277e+000dB,-2.40496251676028e+001°)
1.47910838816818e+006	(-5.75056667540489e+000dB,-2.55936653890266e+001°)
1.51356124843618e+006	(-5.67066532184361e+000dB,-2.71775876152700e+001°)
1.54881661891246e+006	(-5.58862968402588e+000dB,-2.88042119711331e+001°)
1.58489319246109e+006	(-5.50445985274781e+000dB,-3.04765390199622e+001°)
1.62181009735890e+006	(-5.41817654423325e+000dB,-3.21977597564528e+001°)
1.65958690743753e+006	(-5.32982502274799e+000dB,-3.39712649787788e+001°)
1.69824365246172e+006	(-5.23947964998290e+000dB,-3.58006535580405e+001°)
1.73780082874935e+006	(-5.14724913954510e+000dB,-3.76897389720708e+001°)
1.77827941003889e+006	(-5.05328259609237e+000dB,-3.96425532840462e+001°)
1.81970085860995e+006	(-4.95777641538170e+000dB,-4.16633475189695e+001°)
1.86208713666284e+006	(-4.86098211153555e+000dB,-4.37565871187991e+001°)
1.90546071796322e+006	(-4.76321511810886e+000dB,-4.59269408383014e+001°)
1.94984459975801e+006	(-4.66486457612042e+000dB,-4.81792610812417e+001°)
1.99526231496885e+006	(-4.56640407026720e+000dB,-5.05185532804915e+001°)
2.04173794466950e+006	(-4.46840319821662e+000dB,-5.29499315177429e+001°)
2.08929613085400e+006	(-4.37153975080304e+000dB,-5.54785571973219e+001°)
2.13796208950220e+006	(-4.27661213670294e+000dB,-5.81095572957979e+001°)
2.18776162394952e+006	(-4.18455149867386e+000dB,-6.08479185964975e+001°)
2.23872113856830e+006	(-4.09643273786874e+000dB,-6.36983545131093e+001°)
2.29086765276773e+006	(-4.01348339277690e+000dB,-6.66651417738242e+001°)
2.34422881531988e+006	(-3.93708902505823e+000dB,-6.97519255716352e+001°)
2.39883291901945e+006	(-3.86879347631708e+000dB,-7.29614939905932e+001°)
2.45470891568499e+006	(-3.81029212789169e+000dB,-7.62955257599326e+001°)
2.51188643150954e+006	(-3.76341619217316e+000dB,-7.97543197303867e+001°)
2.57039578276882e+006	(-3.73010618014597e+000dB,-8.33365197708688e+001°)
2.63026799189534e+006	(-3.71237312445110e+000dB,-8.70388546021386e+001°)
2.69153480392687e+006	(-3.71224697284412e+000dB,-9.08559175789847e+001°)
2.75422870333812e+006	(-3.73171283465250e+000dB,-9.47800153699305e+001°)
2.81838293126441e+006	(-3.77263740149550e+000dB,-9.88011153710444e+001°)
2.88403150312656e+006	(-3.83668968716873e+000dB,-1.02906918102442e+002°)
2.95120922666634e+006	(-3.92526192550693e+000dB,-1.07083071901600e+002°)
3.01995172040196e+006	(-4.03939763016476e+000dB,-1.11313533161292e+002°)
3.09029543251354e+006	(-4.17973407006591e+000dB,-1.15581057809137e+002°)
3.16227766016832e+006	(-4.34646550442993e+000dB,-1.19867791694535e+002°)
3.23593656929623e+006	(-4.53933146442792e+000dB,-1.24155912772664e+002°)
3.31131121482585e+006	(-4.75763147822284e+000dB,-1.28428269867496e+002°)
3.38844156139197e+006	(-5.00026446520772e+000dB,-1.32668963339887e+002°)
3.46736850452526e+006	(-5.26578821029349e+000dB,-1.36863822047354e+002°)
3.54813389233569e+006	(-5.55249240066152e+000dB,-1.41000746352872e+002°)
3.63078054770095e+006	(-5.85847794364218e+000dB,-1.45069905105987e+002°)
3.71535229097166e+006	(-6.18173566244250e+000dB,-1.49063791783799e+002°)
3.80189396320555e+006	(-6.52021871781175e+000dB,-1.52977158480106e+002°)
3.89045144994274e+006	(-6.87190483371056e+000dB,-1.56806854701174e+002°)
3.98107170553490e+006	(-7.23484622061543e+000dB,-1.60551600908208e+002°)
4.07380277804106e+006	(-7.60720669093591e+000dB,-1.64211725406793e+002°)
4.16869383470328e+006	(-7.98728667728119e+000dB,-1.67788888980036e+002°)
4.26579518801585e+006	(-8.37353764809589e+000dB,-1.71285816069191e+002°)
4.36515832240158e+006	(-8.76456780606377e+000dB,-1.74706045512858e+002°)
4.46683592150955e+006	(-9.15914103884278e+000dB,-1.78053708651925e+002°)
4.57088189614867e+006	(-9.55617096790439e+000dB,1.78666661603969e+002°)
4.67735141287190e+006	(-9.95471169898988e+000dB,1.75450290262556e+002°)
4.78630092322630e+006	(-1.03539465864095e+001dB,1.72292289890045e+002°)
4.89778819368437e+006	(-1.07531760307264e+001dB,1.69187763251975e+002°)
5.01187233627263e+006	(-1.11518050635435e+001dB,1.66131882398208e+002°)
5.12861383991356e+006	(-1.15493312477206e+001dB,1.63119947786210e+002°)
5.24807460249763e+006	(-1.19453332400451e+001dB,1.60147430895791e+002°)
5.37031796370243e+006	(-1.23394602238794e+001dB,1.57210003480446e+002°)
5.49540873857615e+006	(-1.27314223161688e+001dB,1.54303556212872e+002°)
5.62341325190339e+006	(-1.31209819800873e+001dB,1.51424209073495e+002°)
5.75439937337146e+006	(-1.35079464250296e+001dB,1.48568315437496e+002°)
5.88843655355578e+006	(-1.38921609440550e+001dB,1.45732461457739e+002°)
6.02559586074347e+006	(-1.42735031203941e+001dB,1.42913462027007e+002°)
6.16595001861471e+006	(-1.46518778255085e+001dB,1.40108354335656e+002°)
6.30957344480182e+006	(-1.50272129284545e+001dB,1.37314389817762e+002°)
6.45654229034644e+006	(-1.53994556377836e+001dB,1.34529025095924e+002°)
6.60693448007584e+006	(-1.57685694012825e+001dB,1.31749912387164e+002°)
6.76082975391969e+006	(-1.61345312944029e+001dB,1.28974889714194e+002°)
6.91830970918924e+006	(-1.64973298344640e+001dB,1.26201971173097e+002°)
7.07945784384125e+006	(-1.68569631640864e+001dB,1.23429337435358e+002°)
7.24435960074977e+006	(-1.72134375535502e+001dB,1.20655326605618e+002°)
7.41310241300904e+006	(-1.75667661775969e+001dB,1.17878425512990e+002°)
7.58577575029170e+006	(-1.79169681275871e+001dB,1.15097261480876e+002°)
7.76247116628677e+006	(-1.82640676247501e+001dB,1.12310594595313e+002°)
7.94328234724267e+006	(-1.86080934045958e+001dB,1.09517310473647e+002°)
8.12830516164084e+006	(-1.89490782463667e+001dB,1.06716413522068e+002°)
8.31763771102655e+006	(-1.92870586247527e+001dB,1.03907020661091e+002°)
8.51138038202361e+006	(-1.96220744640096e+001dB,1.01088355491824e+002°)
8.70963589956064e+006	(-1.99541689771483e+001dB,9.82597428717967e+001°)
8.91250938133729e+006	(-2.02833885750703e+001dB,9.54206038668395e+001°)
9.12010839355893e+006	(-2.06097828324162e+001dB,9.25704510447343e+001°)
9.33254300796974e+006	(-2.09334044985528e+001dB,8.97088840764106e+001°)
9.54992586021418e+006	(-2.12543095435430e+001dB,8.68355856114065e+001°)
9.77237220955792e+006	(-2.15725572301942e+001dB,8.39503173958672e+001°)
9.99999999999981e+006	(-2.18882102043551e+001dB,8.10529166031954e+001°)
1.02329299228073e+007	(-2.22013345965913e+001dB,7.81432923497777e+001°)
1.04712854805088e+007	(-2.25120001291881e+001dB,7.52214223705855e+001°)
1.07151930523759e+007	(-2.28202802231840e+001dB,7.22873498320005e+001°)
1.09647819614316e+007	(-2.31262521007849e+001dB,6.93411802619153e+001°)
1.12201845430194e+007	(-2.34299968791092e+001dB,6.63830785796542e+001°)
1.14815362149686e+007	(-2.37315996517428e+001dB,6.34132662109847e+001°)
1.17489755493951e+007	(-2.40311495550690e+001dB,6.04320182758977e+001°)
1.20226443461739e+007	(-2.43287398167934e+001dB,5.74396608393017e+001°)
1.23026877081236e+007	(-2.46244677844887e+001dB,5.44365682169889e+001°)
1.25892541179414e+007	(-2.49184349323702e+001dB,5.14231603313695e+001°)
1.28824955169311e+007	(-2.52107468448720e+001dB,4.83999001133027e+001°)
1.31825673855638e+007	(-2.55015131759374e+001dB,4.53672909481228e+001°)
1.34896288259163e+007	(-2.57908475832353e+001dB,4.23258741653568e+001°)
1.38038426460286e+007	(-2.60788676368396e+001dB,3.92762265728986e+001°)
1.41253754462273e+007	(-2.63656947021691e+001dB,3.62189580373857e+001°)
1.44543977074590e+007	(-2.66514537972648e+001dB,3.31547091133078e+001°)
1.47910838816818e+007	(-2.69362734247370e+001dB,3.00841487238479e+001°)
1.51356124843618e+007	(-2.72202853789408e+001dB,2.70079718968032e+001°)
1.54881661891245e+007	(-2.75036245291794e+001dB,2.39268975590195e+001°)
1.58489319246108e+007	(-2.77864285799335e+001dB,2.08416663926048e+001°)
1.62181009735890e+007	(-2.80688378093198e+001dB,1.77530387560110e+001°)
1.65958690743753e+007	(-2.83509947871553e+001dB,1.46617926725603e+001°)
1.69824365246171e+007	(-2.86330440741869e+001dB,1.15687218885104e+001°)
1.73780082874934e+007	(-2.89151319041737e+001dB,8.47463400211112e+000°)
1.77827941003889e+007	(-2.91974058506735e+001dB,5.38034866439006e+000°)
1.81970085860995e+007	(-2.94800144804825e+001dB,2.28669585173014e+000°)
1.86208713666283e+007	(-2.97631069957844e+001dB,-8.05485790438729e-001°)
1.90546071796321e+007	(-3.00468328671605e+001dB,-3.89535053421252e+000°)
1.94984459975801e+007	(-3.03313414596549e+001dB,-6.98204708804820e+000°)
1.99526231496884e+007	(-3.06167816541544e+001dB,-1.00647200504469e+001°)
2.04173794466949e+007	(-3.09033014663560e+001dB,-1.31425113015364e+001°)
2.08929613085400e+007	(-3.11910476655972e+001dB,-1.62145613360129e+001°)
2.13796208950219e+007	(-3.14801653958134e+001dB,-1.92800105411611e+001°)
2.18776162394951e+007	(-3.17707978008451e+001dB,-2.23380004237974e+001°)
2.23872113856830e+007	(-3.20630856562519e+001dB,-2.53876747901072e+001°)
2.29086765276773e+007	(-3.23571670097185e+001dB,-2.84281808822064e+001°)
2.34422881531988e+007	(-3.26531768320297e+001dB,-3.14586704751586e+001°)
2.39883291901944e+007	(-3.29512466804756e+001dB,-3.44783009379057e+001°)
2.45470891568498e+007	(-3.32515043764085e+001dB,-3.74862362612527e+001°)
2.51188643150953e+007	(-3.35540736985193e+001dB,-4.04816480557093e+001°)
2.57039578276881e+007	(-3.38590740932397e+001dB,-4.34637165215418e+001°)
2.63026799189533e+007	(-3.41666204034872e+001dB,-4.64316313930013e+001°)
2.69153480392686e+007	(-3.44768226167971e+001dB,-4.93845928582287e+001°)
2.75422870333811e+007	(-3.47897856336779e+001dB,-5.23218124559731e+001°)
2.81838293126440e+007	(-3.51056090568471e+001dB,-5.52425139498461e+001°)
2.88403150312655e+007	(-3.54243870017882e+001dB,-5.81459341805259e+001°)
2.95120922666633e+007	(-3.57462079289015e+001dB,-6.10313238960356e+001°)
3.01995172040196e+007	(-3.60711544973212e+001dB,-6.38979485600037e+001°)
3.09029543251353e+007	(-3.63993034402902e+001dB,-6.67450891377230e+001°)
3.16227766016832e+007	(-3.67307254618375e+001dB,-6.95720428596617e+001°)
3.23593656929622e+007	(-3.70654851543391e+001dB,-7.23781239621729e+001°)
3.31131121482584e+007	(-3.74036409364171e+001dB,-7.51626644051480e+001°)
3.38844156139196e+007	(-3.77452450105136e+001dB,-7.79250145665173e+001°)
3.46736850452525e+007	(-3.80903433393781e+001dB,-8.06645439136108e+001°)
3.54813389233568e+007	(-3.84389756406482e+001dB,-8.33806416517290e+001°)
3.63078054770094e+007	(-3.87911753986213e+001dB,-8.60727173503035e+001°)
3.71535229097165e+007	(-3.91469698923114e+001dB,-8.87402015474817e+001°)
3.80189396320554e+007	(-3.95063802388428e+001dB,-9.13825463340268e+001°)
3.89045144994273e+007	(-3.98694214512625e+001dB,-9.39992259178282e+001°)
3.98107170553489e+007	(-4.02361025098507e+001dB,-9.65897371702932e+001°)
4.07380277804104e+007	(-4.06064264460691e+001dB,-9.91536001562908e+001°)
4.16869383470327e+007	(-4.09803904383157e+001dB,-1.01690358649227e+002°)
4.26579518801584e+007	(-4.13579859187234e+001dB,-1.04199580632975e+002°)
4.36515832240157e+007	(-4.17391986903269e+001dB,-1.06680858792403e+002°)
4.46683592150954e+007	(-4.21240090539547e+001dB,-1.09133810994006e+002°)
4.57088189614866e+007	(-4.25123919443254e+001dB,-1.11558080758215e+002°)
4.67735141287189e+007	(-4.29043170748836e+001dB,-1.13953337724520e+002°)
4.78630092322629e+007	(-4.32997490909836e+001dB,-1.16319278110482e+002°)
4.89778819368436e+007	(-4.36986477311158e+001dB,-1.18655625165125e+002°)
5.01187233627262e+007	(-4.41009679959180e+001dB,-1.20962129617018e+002°)
5.12861383991354e+007	(-4.45066603248032e+001dB,-1.23238570116771e+002°)
5.24807460249762e+007	(-4.49156707800285e+001dB,-1.25484753673346e+002°)
5.37031796370242e+007	(-4.53279412381436e+001dB,-1.27700516082851e+002°)
5.49540873857613e+007	(-4.57434095887023e+001dB,-1.29885722348263e+002°)
5.62341325190337e+007	(-4.61620099402052e+001dB,-1.32040267087858e+002°)
5.75439937337145e+007	(-4.65836728331911e+001dB,-1.34164074929525e+002°)
5.88843655355577e+007	(-4.70083254604213e+001dB,-1.36257100888011e+002°)
6.02559586074345e+007	(-4.74358918940564e+001dB,-1.38319330721314e+002°)
6.16595001861469e+007	(-4.78662933197086e+001dB,-1.40350781262337e+002°)
6.30957344480180e+007	(-4.82994482772022e+001dB,-1.42351500721386e+002°)
6.45654229034642e+007	(-4.87352729078267e+001dB,-1.44321568954955e+002°)
6.60693448007582e+007	(-4.91736812078057e+001dB,-1.46261097695909e+002°)
6.76082975391968e+007	(-4.96145852876609e+001dB,-1.48170230740068e+002°)
