Freq.	V(n004)/V(n001)
Step Information: 1=1  (Run: 1/11)
8.31763771102654e+007	(-5.36812312554760e+001dB,-1.64027536205932e+002°)
8.51138038202359e+007	(-5.41420122296933e+001dB,-1.65647490584362e+002°)
8.70963589956062e+007	(-5.46042769004936e+001dB,-1.67240754217899e+002°)
8.91250938133727e+007	(-5.50679363681834e+001dB,-1.68807847114015e+002°)
9.12010839355890e+007	(-5.55329034696789e+001dB,-1.70349317742199e+002°)
9.33254300796971e+007	(-5.59990930470786e+001dB,-1.71865742172974e+002°)
9.54992586021416e+007	(-5.64664222094710e+001dB,-1.73357723127558e+002°)
9.77237220955790e+007	(-5.69348105868199e+001dB,-1.74825888939639e+002°)
1.00000000000000e+008	(-5.74041805748810e+001dB,-1.76270892431127e+002°)
Step Information: 1=50.5  (Run: 6/11)
1.00000000000000e+001	(-1.75851801555986e+001dB,6.11771633288070e-004°)
1.02329299228075e+001	(-1.75851801755488e+001dB,6.25912277505272e-004°)
1.04712854805090e+001	(-1.75851801625730e+001dB,6.40537288209437e-004°)
1.07151930523761e+001	(-1.75851801547161e+001dB,6.55358485472576e-004°)
1.09647819614319e+001	(-1.75851801776420e+001dB,6.70768654027968e-004°)
1.12201845430196e+001	(-1.75851801701111e+001dB,6.86355707834544e-004°)
1.14815362149688e+001	(-1.75851801578705e+001dB,7.02405535391845e-004°)
1.17489755493953e+001	(-1.75851801542787e+001dB,7.18825180535281e-004°)
1.20226443461741e+001	(-1.75851801851965e+001dB,7.35457649316520e-004°)
1.23026877081238e+001	(-1.75851801522666e+001dB,7.52519411144550e-004°)
1.25892541179417e+001	(-1.75851801683809e+001dB,7.70013982255473e-004°)
1.28824955169313e+001	(-1.75851801850247e+001dB,7.88004913185100e-004°)
1.31825673855641e+001	(-1.75851801909401e+001dB,8.06397233706216e-004°)
1.34896288259165e+001	(-1.75851801873861e+001dB,8.25128047145535e-004°)
1.38038426460288e+001	(-1.75851801756631e+001dB,8.44274783893412e-004°)
1.41253754462275e+001	(-1.75851801571783e+001dB,8.63999396942942e-004°)
1.44543977074593e+001	(-1.75851801457118e+001dB,8.84205706673368e-004°)
1.47910838816821e+001	(-1.75851801676653e+001dB,9.04769386967937e-004°)
1.51356124843621e+001	(-1.75851801997347e+001dB,9.26013468861428e-004°)
1.54881661891248e+001	(-1.75851801815787e+001dB,9.47299894480731e-004°)
1.58489319246111e+001	(-1.75851801644950e+001dB,9.69387733325544e-004°)
1.62181009735893e+001	(-1.75851801751576e+001dB,9.92041211637243e-004°)
1.65958690743756e+001	(-1.75851801781876e+001dB,1.01507689392962e-003°)
1.69824365246174e+001	(-1.75851801880419e+001dB,1.03883717237239e-003°)
1.73780082874937e+001	(-1.75851801818578e+001dB,1.06294364165427e-003°)
1.77827941003892e+001	(-1.75851801618783e+001dB,1.08767048929670e-003°)
1.81970085860998e+001	(-1.75851801676421e+001dB,1.11310651951826e-003°)
1.86208713666287e+001	(-1.75851801766550e+001dB,1.13905367876033e-003°)
1.90546071796325e+001	(-1.75851801666130e+001dB,1.16549830434270e-003°)
1.94984459975804e+001	(-1.75851801897898e+001dB,1.19275447966693e-003°)
1.99526231496888e+001	(-1.75851801743730e+001dB,1.22054218280179e-003°)
2.04173794466953e+001	(-1.75851801978301e+001dB,1.24894861611237e-003°)
2.08929613085404e+001	(-1.75851801885677e+001dB,1.27783287366025e-003°)
2.13796208950223e+001	(-1.75851801621960e+001dB,1.30778621317674e-003°)
2.18776162394955e+001	(-1.75851801964310e+001dB,1.33822564967140e-003°)
2.23872113856834e+001	(-1.75851801706445e+001dB,1.36925370280163e-003°)
2.29086765276777e+001	(-1.75851801629048e+001dB,1.40122507756589e-003°)
2.34422881531992e+001	(-1.75851801521084e+001dB,1.43390294274096e-003°)
2.39883291901949e+001	(-1.75851801919494e+001dB,1.46725271245197e-003°)
2.45470891568503e+001	(-1.75851801995940e+001dB,1.50157996656207e-003°)
2.51188643150958e+001	(-1.75851801918095e+001dB,1.53643945257780e-003°)
2.57039578276886e+001	(-1.75851801856132e+001dB,1.57208219429216e-003°)
2.63026799189538e+001	(-1.75851801918713e+001dB,1.60885447424218e-003°)
2.69153480392691e+001	(-1.75851801908046e+001dB,1.64635067765466e-003°)
2.75422870333816e+001	(-1.75851801937634e+001dB,1.68477648236191e-003°)
2.81838293126445e+001	(-1.75851801938318e+001dB,1.72385466679508e-003°)
2.88403150312660e+001	(-1.75851802091921e+001dB,1.76418685969515e-003°)
2.95120922666638e+001	(-1.75851802022492e+001dB,1.80525721484642e-003°)
3.01995172040201e+001	(-1.75851802104397e+001dB,1.84720220236499e-003°)
3.09029543251359e+001	(-1.75851802215911e+001dB,1.89020487515155e-003°)
3.16227766016838e+001	(-1.75851802178149e+001dB,1.93429787154091e-003°)
3.23593656929628e+001	(-1.75851802124936e+001dB,1.97957507605216e-003°)
3.31131121482591e+001	(-1.75851802317660e+001dB,2.02550163684402e-003°)
3.38844156139202e+001	(-1.75851802152748e+001dB,2.07259801287669e-003°)
3.46736850452531e+001	(-1.75851802333333e+001dB,2.12092959252607e-003°)
3.54813389233575e+001	(-1.75851802324626e+001dB,2.17031497499272e-003°)
3.63078054770101e+001	(-1.75851802280405e+001dB,2.22077914559442e-003°)
3.71535229097172e+001	(-1.75851802418764e+001dB,2.27267824058428e-003°)
3.80189396320561e+001	(-1.75851802528971e+001dB,2.32559492888317e-003°)
3.89045144994280e+001	(-1.75851802590630e+001dB,2.37973064778233e-003°)
3.98107170553497e+001	(-1.75851802588761e+001dB,2.43504480455270e-003°)
4.07380277804112e+001	(-1.75851802575464e+001dB,2.49182616730380e-003°)
4.16869383470335e+001	(-1.75851802669739e+001dB,2.54995289404331e-003°)
4.26579518801592e+001	(-1.75851802593353e+001dB,2.60933906544300e-003°)
4.36515832240165e+001	(-1.75851802725351e+001dB,2.67013451302518e-003°)
4.46683592150962e+001	(-1.75851802768522e+001dB,2.73226827056658e-003°)
4.57088189614874e+001	(-1.75851802773138e+001dB,2.79593292819698e-003°)
4.67735141287197e+001	(-1.75851802951294e+001dB,2.86104405629029e-003°)
4.78630092322638e+001	(-1.75851802902510e+001dB,2.92768119861008e-003°)
4.89778819368445e+001	(-1.75851803007998e+001dB,2.99591360220125e-003°)
5.01187233627271e+001	(-1.75851803037288e+001dB,3.06570652739545e-003°)
5.12861383991364e+001	(-1.75851803047148e+001dB,3.13703115552826e-003°)
5.24807460249772e+001	(-1.75851803164180e+001dB,3.21009594710240e-003°)
5.37031796370252e+001	(-1.75851803214326e+001dB,3.28483984686806e-003°)
5.49540873857624e+001	(-1.75851803312020e+001dB,3.36136583041902e-003°)
5.62341325190348e+001	(-1.75851803395446e+001dB,3.43971799012367e-003°)
5.75439937337156e+001	(-1.75851803536201e+001dB,3.51990292744572e-003°)
5.88843655355588e+001	(-1.75851803600862e+001dB,3.60190969617885e-003°)
6.02559586074357e+001	(-1.75851803651866e+001dB,3.68572842143678e-003°)
6.16595001861481e+001	(-1.75851803796035e+001dB,3.77161296766296e-003°)
6.30957344480192e+001	(-1.75851803841060e+001dB,3.85940040758278e-003°)
6.45654229034654e+001	(-1.75851803979741e+001dB,3.94938492580377e-003°)
6.60693448007595e+001	(-1.75851804093660e+001dB,4.04126564313318e-003°)
6.76082975391980e+001	(-1.75851804201414e+001dB,4.13538576897994e-003°)
6.91830970918935e+001	(-1.75851804353240e+001dB,4.23180004189255e-003°)
7.07945784384136e+001	(-1.75851804458391e+001dB,4.33036402875682e-003°)
7.24435960074988e+001	(-1.75851804613327e+001dB,4.43127220172027e-003°)
7.41310241300916e+001	(-1.75851804731168e+001dB,4.53444761169062e-003°)
7.58577575029182e+001	(-1.75851804880344e+001dB,4.64011738318922e-003°)
7.76247116628690e+001	(-1.75851805024800e+001dB,4.74807584052056e-003°)
7.94328234724279e+001	(-1.75851805195464e+001dB,4.85870659797357e-003°)
8.12830516164097e+001	(-1.75851805379767e+001dB,4.97187345463941e-003°)
8.31763771102669e+001	(-1.75851805587858e+001dB,5.08769276131140e-003°)
8.51138038202374e+001	(-1.75851805743238e+001dB,5.20619827647969e-003°)
8.70963589956078e+001	(-1.75851805963725e+001dB,5.32745433983836e-003°)
8.91250938133743e+001	(-1.75851806174007e+001dB,5.45154401099312e-003°)
9.12010839355907e+001	(-1.75851806371822e+001dB,5.57855511217053e-003°)
9.33254300796988e+001	(-1.75851806603830e+001dB,5.70848207572808e-003°)
9.54992586021433e+001	(-1.75851806853602e+001dB,5.84149406891647e-003°)
9.77237220955808e+001	(-1.75851807109391e+001dB,5.97756606875328e-003°)
9.99999999999997e+001	(-1.75851807336346e+001dB,6.11682414058115e-003°)
1.02329299228075e+002	(-1.75851807618138e+001dB,6.25925360558168e-003°)
1.04712854805090e+002	(-1.75851807885702e+001dB,6.40501883483297e-003°)
1.07151930523760e+002	(-1.75851808198409e+001dB,6.55424826859792e-003°)
1.09647819614318e+002	(-1.75851808512751e+001dB,6.70696003549067e-003°)
1.12201845430196e+002	(-1.75851808856092e+001dB,6.86316921867651e-003°)
1.14815362149688e+002	(-1.75851809187288e+001dB,7.02299230605991e-003°)
1.17489755493953e+002	(-1.75851809539405e+001dB,7.18660557623767e-003°)
1.20226443461741e+002	(-1.75851809911714e+001dB,7.35397537307175e-003°)
1.23026877081238e+002	(-1.75851810305645e+001dB,7.52530199411538e-003°)
1.25892541179416e+002	(-1.75851810737746e+001dB,7.70058022620604e-003°)
1.28824955169313e+002	(-1.75851811146437e+001dB,7.87991430113710e-003°)
1.31825673855640e+002	(-1.75851811592867e+001dB,8.06354309827118e-003°)
1.34896288259165e+002	(-1.75851812077293e+001dB,8.25126835803079e-003°)
1.38038426460288e+002	(-1.75851812574621e+001dB,8.44351745234065e-003°)
1.41253754462275e+002	(-1.75851813094341e+001dB,8.64019171092125e-003°)
1.44543977074592e+002	(-1.75851813624595e+001dB,8.84139476500114e-003°)
1.47910838816820e+002	(-1.75851814193855e+001dB,9.04744082499572e-003°)
1.51356124843620e+002	(-1.75851814793079e+001dB,9.25810185630463e-003°)
1.54881661891248e+002	(-1.75851815414210e+001dB,9.47379587850308e-003°)
1.58489319246111e+002	(-1.75851816075868e+001dB,9.69445819434109e-003°)
1.62181009735892e+002	(-1.75851816742083e+001dB,9.92023065792226e-003°)
1.65958690743755e+002	(-1.75851817466558e+001dB,1.01513077200587e-002°)
1.69824365246174e+002	(-1.75851818208791e+001dB,1.03877783034391e-002°)
1.73780082874937e+002	(-1.75851818996078e+001dB,1.06297502145648e-002°)
1.77827941003892e+002	(-1.75851819815843e+001dB,1.08773679016025e-002°)
1.81970085860998e+002	(-1.75851820681891e+001dB,1.11307234946047e-002°)
1.86208713666286e+002	(-1.75851821574888e+001dB,1.13900090702659e-002°)
1.90546071796324e+002	(-1.75851822515933e+001dB,1.16552958573482e-002°)
1.94984459975804e+002	(-1.75851823507857e+001dB,1.19268000872252e-002°)
1.99526231496887e+002	(-1.75851824543236e+001dB,1.22046118245021e-002°)
2.04173794466952e+002	(-1.75851825626479e+001dB,1.24888795125718e-002°)
2.08929613085403e+002	(-1.75851826756318e+001dB,1.27797745754524e-002°)
2.13796208950222e+002	(-1.75851827945478e+001dB,1.30774816086714e-002°)
2.18776162394954e+002	(-1.75851829183092e+001dB,1.33820912058266e-002°)
2.23872113856833e+002	(-1.75851830486449e+001dB,1.36937740483914e-002°)
2.29086765276776e+002	(-1.75851831851767e+001dB,1.40127754931069e-002°)
2.34422881531991e+002	(-1.75851833278940e+001dB,1.43391895893246e-002°)
2.39883291901948e+002	(-1.75851834774712e+001dB,1.46731572879980e-002°)
2.45470891568502e+002	(-1.75851836334978e+001dB,1.50149461669068e-002°)
2.51188643150957e+002	(-1.75851837972855e+001dB,1.53647170775347e-002°)
2.57039578276885e+002	(-1.75851839692116e+001dB,1.57226019348720e-002°)
2.63026799189537e+002	(-1.75851841486106e+001dB,1.60888264175065e-002°)
2.69153480392690e+002	(-1.75851843368365e+001dB,1.64635908080501e-002°)
2.75422870333816e+002	(-1.75851845336686e+001dB,1.68470670379354e-002°)
2.81838293126444e+002	(-1.75851847401111e+001dB,1.72395323436493e-002°)
2.88403150312659e+002	(-1.75851849558032e+001dB,1.76410558258099e-002°)
2.95120922666637e+002	(-1.75851851816277e+001dB,1.80519866381470e-002°)
3.01995172040200e+002	(-1.75851854185707e+001dB,1.84724829707843e-002°)
3.09029543251358e+002	(-1.75851856664550e+001dB,1.89027604203657e-002°)
3.16227766016837e+002	(-1.75851859261897e+001dB,1.93430563982973e-002°)
3.23593656929627e+002	(-1.75851861980869e+001dB,1.97936073043421e-002°)
3.31131121482590e+002	(-1.75851864827208e+001dB,2.02546893979979e-002°)
3.38844156139201e+002	(-1.75851867809136e+001dB,2.07264775791137e-002°)
3.46736850452530e+002	(-1.75851870931070e+001dB,2.12092643637846e-002°)
3.54813389233574e+002	(-1.75851874196303e+001dB,2.17033018607569e-002°)
3.63078054770100e+002	(-1.75851877619924e+001dB,2.22088500571909e-002°)
3.71535229097171e+002	(-1.75851881203494e+001dB,2.27261752379129e-002°)
3.80189396320559e+002	(-1.75851884955464e+001dB,2.32555495669813e-002°)
3.89045144994279e+002	(-1.75851888884559e+001dB,2.37972311321812e-002°)
3.98107170553495e+002	(-1.75851892999674e+001dB,2.43515470601607e-002°)
4.07380277804111e+002	(-1.75851897308077e+001dB,2.49187826381897e-002°)
4.16869383470333e+002	(-1.75851901819625e+001dB,2.54992344924295e-002°)
4.26579518801591e+002	(-1.75851906544296e+001dB,2.60931972522317e-002°)
4.36515832240164e+002	(-1.75851911491356e+001dB,2.67010063316473e-002°)
4.46683592150961e+002	(-1.75851916671849e+001dB,2.73229523033867e-002°)
4.57088189614873e+002	(-1.75851922095270e+001dB,2.79594095402040e-002°)
4.67735141287196e+002	(-1.75851927774634e+001dB,2.86106926606328e-002°)
4.78630092322636e+002	(-1.75851933722413e+001dB,2.92771216093014e-002°)
4.89778819368444e+002	(-1.75851939948670e+001dB,2.99590954877669e-002°)
5.01187233627270e+002	(-1.75851946471136e+001dB,3.06569548366616e-002°)
5.12861383991362e+002	(-1.75851953298514e+001dB,3.13710670407392e-002°)
5.24807460249770e+002	(-1.75851960448394e+001dB,3.21018173551903e-002°)
5.37031796370250e+002	(-1.75851967936157e+001dB,3.28495870650360e-002°)
5.49540873857622e+002	(-1.75851975776508e+001dB,3.36147799393036e-002°)
5.62341325190346e+002	(-1.75851983986589e+001dB,3.43977943106316e-002°)
5.75439937337154e+002	(-1.75851992582230e+001dB,3.51990632812025e-002°)
5.88843655355586e+002	(-1.75852001583806e+001dB,3.60189785248465e-002°)
6.02559586074355e+002	(-1.75852011009114e+001dB,3.68580043951200e-002°)
6.16595001861479e+002	(-1.75852020880228e+001dB,3.77165725922036e-002°)
6.30957344480190e+002	(-1.75852031214294e+001dB,3.85951306582312e-002°)
6.45654229034652e+002	(-1.75852042036401e+001dB,3.94941904114365e-002°)
6.60693448007592e+002	(-1.75852053369168e+001dB,4.04141661126515e-002°)
6.76082975391978e+002	(-1.75852065235862e+001dB,4.13555905776675e-002°)
6.91830970918933e+002	(-1.75852077661551e+001dB,4.23189309320693e-002°)
7.07945784384134e+002	(-1.75852090672500e+001dB,4.33047354861653e-002°)
7.24435960074986e+002	(-1.75852104296621e+001dB,4.43134869459389e-002°)
7.41310241300914e+002	(-1.75852118563237e+001dB,4.53457450230495e-002°)
7.58577575029180e+002	(-1.75852133501526e+001dB,4.64020457367284e-002°)
7.76247116628688e+002	(-1.75852149143799e+001dB,4.74829613546161e-002°)
7.94328234724277e+002	(-1.75852165524189e+001dB,4.85890594710481e-002°)
8.12830516164095e+002	(-1.75852182675709e+001dB,4.97209348363083e-002°)
8.31763771102666e+002	(-1.75852200635977e+001dB,5.08791804130527e-002°)
8.51138038202372e+002	(-1.75852219442214e+001dB,5.20643995488992e-002°)
8.70963589956076e+002	(-1.75852239134925e+001dB,5.32772434571285e-002°)
8.91250938133741e+002	(-1.75852259755550e+001dB,5.45183404393667e-002°)
9.12010839355905e+002	(-1.75852281348088e+001dB,5.57883569380432e-002°)
9.33254300796986e+002	(-1.75852303957965e+001dB,5.70879672391010e-002°)
9.54992586021431e+002	(-1.75852327633374e+001dB,5.84178465133782e-002°)
9.77237220955805e+002	(-1.75852352424531e+001dB,5.97787275836779e-002°)
9.99999999999994e+002	(-1.75852378383976e+001dB,6.11713059305649e-002°)
1.02329299228075e+003	(-1.75852405566824e+001dB,6.25963455562282e-002°)
1.04712854805089e+003	(-1.75852434030875e+001dB,6.40545858941644e-002°)
1.07151930523760e+003	(-1.75852463835766e+001dB,6.55467947084898e-002°)
1.09647819614318e+003	(-1.75852495045320e+001dB,6.70737897849862e-002°)
1.12201845430196e+003	(-1.75852527725960e+001dB,6.86363546274737e-002°)
1.14815362149688e+003	(-1.75852561946283e+001dB,7.02353494940646e-002°)
1.17489755493952e+003	(-1.75852597779303e+001dB,7.18715974915884e-002°)
1.20226443461741e+003	(-1.75852635300679e+001dB,7.35459775194610e-002°)
1.23026877081237e+003	(-1.75852674590203e+001dB,7.52593805585185e-002°)
1.25892541179416e+003	(-1.75852715731170e+001dB,7.70127179534598e-002°)
1.28824955169313e+003	(-1.75852758810896e+001dB,7.88069093690704e-002°)
1.31825673855640e+003	(-1.75852803920831e+001dB,8.06429188325190e-002°)
1.34896288259165e+003	(-1.75852851156042e+001dB,8.25217229561315e-002°)
1.38038426460288e+003	(-1.75852900617285e+001dB,8.44443181317951e-002°)
1.41253754462275e+003	(-1.75852952408995e+001dB,8.64117249646969e-002°)
1.44543977074592e+003	(-1.75853006641282e+001dB,8.84249943377153e-002°)
1.47910838816820e+003	(-1.75853063428964e+001dB,9.04851861564202e-002°)
1.51356124843620e+003	(-1.75853122892582e+001dB,9.25934121133718e-002°)
1.54881661891247e+003	(-1.75853185157959e+001dB,9.47507753280687e-002°)
1.58489319246110e+003	(-1.75853250357244e+001dB,9.69584363251645e-002°)
1.62181009735892e+003	(-1.75853318628610e+001dB,9.92175690978607e-002°)
1.65958690743755e+003	(-1.75853390116837e+001dB,1.01529366315332e-001°)
1.69824365246173e+003	(-1.75853464973400e+001dB,1.03895062087085e-001°)
1.73780082874936e+003	(-1.75853543356880e+001dB,1.06315926595054e-001°)
1.77827941003891e+003	(-1.75853625433522e+001dB,1.08793229110290e-001°)
1.81970085860997e+003	(-1.75853711377430e+001dB,1.11328307944542e-001°)
1.86208713666286e+003	(-1.75853801370552e+001dB,1.13922500673097e-001°)
1.90546071796323e+003	(-1.75853895603629e+001dB,1.16577192141906e-001°)
1.94984459975803e+003	(-1.75853994276495e+001dB,1.19293801380959e-001°)
1.99526231496887e+003	(-1.75854097598018e+001dB,1.22073770421170e-001°)
2.04173794466952e+003	(-1.75854205787420e+001dB,1.24918583348188e-001°)
2.08929613085403e+003	(-1.75854319073910e+001dB,1.27829755712379e-001°)
2.13796208950222e+003	(-1.75854437697318e+001dB,1.30808841837961e-001°)
2.18776162394954e+003	(-1.75854561909128e+001dB,1.33857432022786e-001°)
2.23872113856832e+003	(-1.75854691972530e+001dB,1.36977152619467e-001°)
2.29086765276776e+003	(-1.75854828162944e+001dB,1.40169670385078e-001°)
2.34422881531991e+003	(-1.75854970769027e+001dB,1.43436680735627e-001°)
2.39883291901947e+003	(-1.75855120092808e+001dB,1.46779938886531e-001°)
2.45470891568501e+003	(-1.75855276450484e+001dB,1.50201227699217e-001°)
2.51188643150956e+003	(-1.75855440173342e+001dB,1.53702378756447e-001°)
2.57039578276885e+003	(-1.75855611608164e+001dB,1.57285258364642e-001°)
2.63026799189536e+003	(-1.75855791117804e+001dB,1.60951790176917e-001°)
2.69153480392690e+003	(-1.75855979082712e+001dB,1.64703928652478e-001°)
2.75422870333815e+003	(-1.75856175900548e+001dB,1.68543690817025e-001°)
2.81838293126443e+003	(-1.75856381988233e+001dB,1.72473125941063e-001°)
2.88403150312659e+003	(-1.75856597781964e+001dB,1.76494344662949e-001°)
2.95120922666636e+003	(-1.75856823738543e+001dB,1.80609502466223e-001°)
3.01995172040199e+003	(-1.75857060336271e+001dB,1.84820803940733e-001°)
3.09029543251357e+003	(-1.75857308075890e+001dB,1.89130513606175e-001°)
3.16227766016836e+003	(-1.75857567481742e+001dB,1.93540943667773e-001°)
3.23593656929626e+003	(-1.75857839102573e+001dB,1.98054463323511e-001°)
3.31131121482589e+003	(-1.75858123513177e+001dB,2.02673503762104e-001°)
3.38844156139200e+003	(-1.75858421315087e+001dB,2.07400545895898e-001°)
3.46736850452529e+003	(-1.75858733138404e+001dB,2.12238132727274e-001°)
3.54813389233573e+003	(-1.75859059642496e+001dB,2.17188877931440e-001°)
3.63078054770099e+003	(-1.75859401517860e+001dB,2.22255444198703e-001°)
3.71535229097170e+003	(-1.75859759487339e+001dB,2.27440568955012e-001°)
3.80189396320558e+003	(-1.75860134307571e+001dB,2.32747052191970e-001°)
3.89045144994278e+003	(-1.75860526770907e+001dB,2.38177763486018e-001°)
3.98107170553494e+003	(-1.75860937706786e+001dB,2.43735639195079e-001°)
4.07380277804110e+003	(-1.75861367983278e+001dB,2.49423692414699e-001°)
4.16869383470332e+003	(-1.75861818509713e+001dB,2.55244999508306e-001°)
4.26579518801589e+003	(-1.75862290237581e+001dB,2.61202723614694e-001°)
4.36515832240162e+003	(-1.75862784162842e+001dB,2.67300103041892e-001°)
4.46683592150960e+003	(-1.75863301328428e+001dB,2.73540450908576e-001°)
4.57088189614871e+003	(-1.75863842826066e+001dB,2.79927166202101e-001°)
4.67735141287194e+003	(-1.75864409798559e+001dB,2.86463726470376e-001°)
4.78630092322634e+003	(-1.75865003442073e+001dB,2.93153703266949e-001°)
4.89778819368442e+003	(-1.75865625008612e+001dB,3.00000754624382e-001°)
5.01187233627268e+003	(-1.75866275809132e+001dB,3.07008624115984e-001°)
5.12861383991361e+003	(-1.75866957215520e+001dB,3.14181154533936e-001°)
5.24807460249768e+003	(-1.75867670663895e+001dB,3.21522285084409e-001°)
5.37031796370248e+003	(-1.75868417657549e+001dB,3.29036047045261e-001°)
5.49540873857620e+003	(-1.75869199769714e+001dB,3.36726582684832e-001°)
5.62341325190344e+003	(-1.75870018647164e+001dB,3.44598133851746e-001°)
5.75439937337152e+003	(-1.75870876013549e+001dB,3.52655051929696e-001°)
5.88843655355584e+003	(-1.75871773672704e+001dB,3.60901799477965e-001°)
6.02559586074353e+003	(-1.75872713512645e+001dB,3.69342949802253e-001°)
6.16595001861477e+003	(-1.75873697509429e+001dB,3.77983195821115e-001°)
6.30957344480188e+003	(-1.75874727730668e+001dB,3.86827357363628e-001°)
6.45654229034650e+003	(-1.75875806340545e+001dB,3.95880368282232e-001°)
6.60693448007590e+003	(-1.75876935603724e+001dB,4.05147299537602e-001°)
6.76082975391976e+003	(-1.75878117889908e+001dB,4.14633351206848e-001°)
6.91830970918931e+003	(-1.75879355679175e+001dB,4.24343859804371e-001°)
7.07945784384132e+003	(-1.75880651566223e+001dB,4.34284304299833e-001°)
7.24435960074984e+003	(-1.75882008266393e+001dB,4.44460307242004e-001°)
7.41310241300911e+003	(-1.75883428620403e+001dB,4.54877643731762e-001°)
7.58577575029177e+003	(-1.75884915600831e+001dB,4.65542240873857e-001°)
7.76247116628685e+003	(-1.75886472317294e+001dB,4.76460189708898e-001°)
7.94328234724275e+003	(-1.75888102023467e+001dB,4.87637741952222e-001°)
8.12830516164092e+003	(-1.75889808122875e+001dB,4.99081323681942e-001°)
8.31763771102664e+003	(-1.75891594175973e+001dB,5.10797536062267e-001°)
8.51138038202369e+003	(-1.75893463907313e+001dB,5.22793161510610e-001°)
8.70963589956073e+003	(-1.75895421212642e+001dB,5.35075175478725e-001°)
8.91250938133738e+003	(-1.75897470166783e+001dB,5.47650746300964e-001°)
9.12010839355902e+003	(-1.75899615031561e+001dB,5.60527242875599e-001°)
9.33254300796983e+003	(-1.75901860263920e+001dB,5.73712247878554e-001°)
9.54992586021428e+003	(-1.75904210524915e+001dB,5.87213558818213e-001°)
9.77237220955802e+003	(-1.75906670688697e+001dB,6.01039198244995e-001°)
9.99999999999991e+003	(-1.75909245851612e+001dB,6.15197422601689e-001°)
1.02329299228075e+004	(-1.75911941342189e+001dB,6.29696733112572e-001°)
1.04712854805089e+004	(-1.75914762731618e+001dB,6.44545876970287e-001°)
1.07151930523760e+004	(-1.75917715843586e+001dB,6.59753868542692e-001°)
1.09647819614318e+004	(-1.75920806765827e+001dB,6.75329989790960e-001°)
1.12201845430195e+004	(-1.75924041861451e+001dB,6.91283805879881e-001°)
1.14815362149687e+004	(-1.75927427780774e+001dB,7.07625174905085e-001°)
1.17489755493952e+004	(-1.75930971473432e+001dB,7.24364261019025e-001°)
1.20226443461740e+004	(-1.75934680201526e+001dB,7.41511542653337e-001°)
1.23026877081237e+004	(-1.75938561552522e+001dB,7.59077833591598e-001°)
1.25892541179416e+004	(-1.75942623453187e+001dB,7.77074287953936e-001°)
1.28824955169312e+004	(-1.75946874183566e+001dB,7.95512421791340e-001°)
1.31825673855640e+004	(-1.75951322392167e+001dB,8.14404122611084e-001°)
1.34896288259164e+004	(-1.75955977110569e+001dB,8.33761670521746e-001°)
1.38038426460287e+004	(-1.75960847769716e+001dB,8.53597752592193e-001°)
1.41253754462274e+004	(-1.75965944215786e+001dB,8.73925482117424e-001°)
1.44543977074591e+004	(-1.75971276727099e+001dB,8.94758416389222e-001°)
1.47910838816819e+004	(-1.75976856031610e+001dB,9.16110577396860e-001°)
1.51356124843619e+004	(-1.75982693324093e+001dB,9.37996475862127e-001°)
1.54881661891247e+004	(-1.75988800285324e+001dB,9.60431127758209e-001°)
1.58489319246110e+004	(-1.75995189100311e+001dB,9.83430083834408e-001°)
1.62181009735891e+004	(-1.76001872477682e+001dB,1.00700945386481e+000°)
1.65958690743755e+004	(-1.76008863669955e+001dB,1.03118592896099e+000°)
1.69824365246173e+004	(-1.76016176492994e+001dB,1.05597681684736e+000°)
1.73780082874936e+004	(-1.76023825347518e+001dB,1.08140006594936e+000°)
1.77827941003891e+004	(-1.76031825240024e+001dB,1.10747429901480e+000°)
1.81970085860997e+004	(-1.76040191803856e+001dB,1.13421884873860e+000°)
1.86208713666285e+004	(-1.76048941321669e+001dB,1.16165379060527e+000°)
1.90546071796323e+004	(-1.76058090747053e+001dB,1.18979998203005e+000°)
1.94984459975803e+004	(-1.76067657727639e+001dB,1.21867910077614e+000°)
1.99526231496886e+004	(-1.76077660626331e+001dB,1.24831369162837e+000°)
2.04173794466951e+004	(-1.76088118545510e+001dB,1.27872720572099e+000°)
2.08929613085402e+004	(-1.76099051348355e+001dB,1.30994405279405e+000°)
2.13796208950221e+004	(-1.76110479681990e+001dB,1.34198964866411e+000°)
2.18776162394953e+004	(-1.76122424999650e+001dB,1.37489047214066e+000°)
2.23872113856832e+004	(-1.76134909582611e+001dB,1.40867411841767e+000°)
2.29086765276775e+004	(-1.76147956561307e+001dB,1.44336936315927e+000°)
2.34422881531990e+004	(-1.76161589936587e+001dB,1.47900622419477e+000°)
2.39883291901947e+004	(-1.76175834599205e+001dB,1.51561603022389e+000°)
2.45470891568501e+004	(-1.76190716348444e+001dB,1.55323149371405e+000°)
2.51188643150956e+004	(-1.76206261909979e+001dB,1.59188678681294e+000°)
2.57039578276884e+004	(-1.76222498951456e+001dB,1.63161762318003e+000°)
2.63026799189536e+004	(-1.76239456096252e+001dB,1.67246134426194e+000°)
2.69153480392689e+004	(-1.76257162935123e+001dB,1.71445701096300e+000°)
2.75422870333814e+004	(-1.76275650035343e+001dB,1.75764550010799e+000°)
2.81838293126443e+004	(-1.76294948946620e+001dB,1.80206960779852e+000°)
2.88403150312658e+004	(-1.76315092202928e+001dB,1.84777415970478e+000°)
2.95120922666636e+004	(-1.76336113321496e+001dB,1.89480612531821e+000°)
